NAME,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B02008_001E,B02009_001E,B02010_001E,B02011_001E,B02012_001E,B02013_001E,B03003_003E,B03003_002E,B21001_001E,B01001_025E,B01001_049E,state,county,tract,block group,YEAR
"Block Group 2, Census Tract 9764, Catron County, New Mexico",760,0,0,0,0,0,0,0,0,760,0,0,0,0,0,47,713,632,0,142,35,003,976400,2,2016
"Block Group 3, Census Tract 9764, Catron County, New Mexico",1138,30,2,12,0,1,37,27,10,1175,30,12,12,0,28,315,905,957,16,0,35,003,976400,3,2016
"Block Group 3, Census Tract 107.02, Sandoval County, New Mexico",1506,0,285,86,0,130,4,4,0,1510,0,285,86,0,134,545,1466,1909,16,0,35,043,010702,3,2016
"Block Group 4, Census Tract 107.02, Sandoval County, New Mexico",1533,75,0,0,0,37,49,49,0,1571,75,11,0,0,86,572,1122,1365,0,0,35,043,010702,4,2016
"Block Group 2, Census Tract 109, Sandoval County, New Mexico",725,21,82,0,0,259,10,10,0,735,21,82,0,0,269,590,507,957,0,0,35,043,010900,2,2016
"Block Group 1, Census Tract 109, Sandoval County, New Mexico",212,0,218,0,0,323,66,66,0,258,0,238,0,0,389,479,340,641,13,12,35,043,010900,1,2016
"Block Group 1, Census Tract 6.04, Bernalillo County, New Mexico",708,0,10,0,0,201,7,0,7,715,0,10,7,0,201,702,224,653,27,0,35,001,000604,1,2016
"Block Group 1, Census Tract 5.03, San Juan County, New Mexico",611,36,1320,0,0,274,69,4,65,624,92,1385,0,0,278,760,1550,1369,20,12,35,045,000503,1,2016
"Block Group 4, Census Tract 37.38, Bernalillo County, New Mexico",560,0,495,0,0,68,50,12,38,610,0,495,38,0,80,127,1046,840,0,16,35,001,003738,4,2016
"Block Group 2, Census Tract 37.38, Bernalillo County, New Mexico",948,0,27,32,0,149,53,0,53,1001,0,27,85,0,149,348,861,977,0,54,35,001,003738,2,2016
"Block Group 2, Census Tract 5.03, San Juan County, New Mexico",381,12,573,20,0,27,120,18,102,501,57,603,47,0,45,218,915,828,4,9,35,045,000503,2,2016
"Block Group 2, Census Tract 6.12, San Juan County, New Mexico",1297,0,113,5,0,85,22,5,17,1319,13,117,5,0,90,240,1282,1132,25,19,35,045,000612,2,2016
"Block Group 1, Census Tract 6.12, San Juan County, New Mexico",491,0,100,0,0,70,23,13,10,508,0,116,0,0,83,229,455,466,0,0,35,045,000612,1,2016
"Block Group 1, Census Tract 6.08, San Juan County, New Mexico",2374,0,660,0,0,54,82,38,44,2418,0,742,0,0,92,400,2770,2379,63,32,35,045,000608,1,2016
"Block Group 3, Census Tract 6.08, San Juan County, New Mexico",670,0,249,0,0,0,33,0,33,703,33,249,0,0,0,28,924,679,0,48,35,045,000608,3,2016
"Block Group 2, Census Tract 6.08, San Juan County, New Mexico",1316,65,62,0,13,30,169,0,169,1471,147,149,0,27,44,208,1447,1269,16,0,35,045,000608,2,2016
"Block Group 4, Census Tract 2.05, San Juan County, New Mexico",646,0,241,10,0,100,87,0,87,720,0,241,97,13,100,260,824,790,29,0,35,045,000205,4,2016
"Block Group 4, Census Tract 3.01, San Juan County, New Mexico",887,0,166,0,0,258,68,0,68,930,16,218,25,0,258,323,1056,1007,0,11,35,045,000301,4,2016
"Block Group 1, Census Tract 3.01, San Juan County, New Mexico",834,0,535,0,0,0,98,0,98,932,0,633,0,0,0,319,1148,1025,27,13,35,045,000301,1,2016
"Block Group 3, Census Tract 1.21, Bernalillo County, New Mexico",1031,164,26,6,0,228,39,0,39,1070,164,65,6,0,228,594,900,1226,62,83,35,001,000121,3,2016
"Block Group 4, Census Tract 1.28, Bernalillo County, New Mexico",365,8,38,0,0,446,11,0,11,376,8,49,0,0,446,511,357,602,8,0,35,001,000128,4,2016
"Block Group 3, Census Tract 1.28, Bernalillo County, New Mexico",823,0,7,13,0,19,4,0,4,827,0,11,13,0,19,250,616,619,0,30,35,001,000128,3,2016
"Block Group 1, Census Tract 1.21, Bernalillo County, New Mexico",1041,211,0,57,0,0,85,85,0,1126,211,0,57,0,85,506,888,1039,0,0,35,001,000121,1,2016
"Block Group 4, Census Tract 1.21, Bernalillo County, New Mexico",1067,0,13,132,0,0,70,0,70,1137,0,28,187,0,0,234,1048,1066,0,0,35,001,000121,4,2016
"Block Group 2, Census Tract 1.21, Bernalillo County, New Mexico",1018,42,43,0,0,109,41,19,22,1047,54,65,0,0,128,521,732,963,37,51,35,001,000121,2,2016
"Block Group 4, Census Tract 1.23, Bernalillo County, New Mexico",466,16,0,0,0,164,119,37,82,543,47,103,16,0,201,440,325,634,0,16,35,001,000123,4,2016
"Block Group 2, Census Tract 1.23, Bernalillo County, New Mexico",826,10,0,0,0,16,12,0,12,838,22,0,0,0,16,214,650,681,21,20,35,001,000123,2,2016
"Block Group 1, Census Tract 1.26, Bernalillo County, New Mexico",1214,38,188,0,0,42,77,0,77,1272,97,217,8,0,42,409,1150,1218,34,9,35,001,000126,1,2016
"Block Group 2, Census Tract 1.26, Bernalillo County, New Mexico",984,40,28,8,0,81,54,0,54,1038,58,41,31,0,81,367,828,1048,0,34,35,001,000126,2,2016
"Block Group 2, Census Tract 2.04, Bernalillo County, New Mexico",1158,0,87,13,0,217,114,26,88,1254,44,133,29,0,243,552,1037,1382,63,28,35,001,000204,2,2016
"Block Group 1, Census Tract 2.07, Bernalillo County, New Mexico",840,11,9,27,0,176,30,14,16,870,11,25,27,0,190,488,605,898,21,34,35,001,000207,1,2016
"Block Group 2, Census Tract 2.07, Bernalillo County, New Mexico",505,35,134,7,0,52,53,0,53,558,44,144,41,0,52,270,516,704,8,29,35,001,000207,2,2016
"Block Group 3, Census Tract 7.07, Bernalillo County, New Mexico",368,0,9,0,0,16,0,0,0,368,0,9,0,0,16,224,169,268,0,0,35,001,000707,3,2016
"Block Group 3, Census Tract 11, Lea County, New Mexico",960,0,0,0,0,136,66,60,6,987,0,6,39,0,196,502,660,769,0,0,35,025,001100,3,2016
"Block Group 5, Census Tract 11, Lea County, New Mexico",1121,0,0,0,0,65,0,0,0,1121,0,0,0,0,65,622,564,769,0,9,35,025,001100,5,2016
"Block Group 2, Census Tract 5.02, Lea County, New Mexico",850,28,0,0,0,34,0,0,0,850,28,0,0,0,34,577,335,591,0,0,35,025,000502,2,2016
"Block Group 3, Census Tract 5.02, Lea County, New Mexico",692,0,0,0,0,26,0,0,0,692,0,0,0,0,26,443,275,510,0,0,35,025,000502,3,2016
"Block Group 1, Census Tract 5.02, Lea County, New Mexico",916,188,11,0,0,50,24,8,16,932,204,19,0,0,58,587,602,783,21,16,35,025,000502,1,2016
"Block Group 1, Census Tract 3, Santa Fe County, New Mexico",1313,4,29,23,0,41,41,5,36,1354,23,43,26,0,52,569,882,1362,6,21,35,049,000300,1,2016
"Block Group 2, Census Tract 9403, Santa Fe County, New Mexico",808,9,166,0,0,147,44,29,15,843,13,186,2,1,176,824,350,905,5,16,35,049,940300,2,2016
"Block Group 1, Census Tract 9, Santa Fe County, New Mexico",1551,0,59,0,0,87,47,0,47,1598,10,96,0,0,87,965,779,1533,19,46,35,049,000900,1,2016
"Block Group 1, Census Tract 2, Santa Fe County, New Mexico",1292,22,12,15,0,0,11,0,11,1303,22,12,26,0,0,303,1049,1156,7,19,35,049,000200,1,2016
"Block Group 3, Census Tract 9438, McKinley County, New Mexico",10,6,1933,16,0,0,98,30,68,61,23,2031,16,0,30,62,2001,1155,3,4,35,031,943800,3,2016
"Block Group 1, Census Tract 9438, McKinley County, New Mexico",46,4,1005,21,0,0,56,4,52,94,8,1061,21,0,4,7,1125,761,3,10,35,031,943800,1,2016
"Block Group 2, Census Tract 107.02, Sandoval County, New Mexico",1695,0,0,0,0,248,12,0,12,1695,0,0,12,12,248,748,1207,1502,0,38,35,043,010702,2,2016
"Block Group 2, Census Tract 107.05, Sandoval County, New Mexico",993,37,114,0,0,0,0,0,0,993,37,114,0,0,0,421,723,850,0,24,35,043,010705,2,2016
"Block Group 1, Census Tract 107.05, Sandoval County, New Mexico",1462,24,25,0,0,97,159,0,159,1621,24,184,0,0,97,609,1158,1318,10,11,35,043,010705,1,2016
"Block Group 4, Census Tract 107.05, Sandoval County, New Mexico",1299,41,67,22,0,62,22,22,0,1299,63,67,22,0,84,658,855,1182,35,13,35,043,010705,4,2016
"Block Group 1, Census Tract 35.01, Bernalillo County, New Mexico",1493,21,15,0,0,191,178,0,178,1569,123,136,57,0,191,1067,831,1463,31,29,35,001,003501,1,2016
"Block Group 1, Census Tract 37.17, Bernalillo County, New Mexico",1153,22,222,20,0,80,0,0,0,1153,22,222,20,0,80,432,1065,1206,27,0,35,001,003717,1,2016
"Block Group 2, Census Tract 37.17, Bernalillo County, New Mexico",1774,0,0,60,0,344,57,57,0,1831,0,0,60,0,401,497,1738,1827,0,54,35,001,003717,2,2016
"Block Group 1, Census Tract 47.48, Bernalillo County, New Mexico",2618,106,29,13,0,136,155,57,98,2724,160,97,13,25,193,1707,1350,2010,0,39,35,001,004748,1,2016
"Block Group 2, Census Tract 47.48, Bernalillo County, New Mexico",1929,12,0,16,0,167,108,0,108,2037,12,108,16,0,167,736,1496,1491,0,0,35,001,004748,2,2016
"Block Group 3, Census Tract 47.48, Bernalillo County, New Mexico",4563,25,148,132,0,149,56,34,22,4619,25,148,154,0,183,1779,3294,3159,48,44,35,001,004748,3,2016
"Block Group 1, Census Tract 47.51, Bernalillo County, New Mexico",2501,31,82,70,1,281,175,49,126,2659,42,133,151,1,330,1304,1837,2330,13,0,35,001,004751,1,2016
"Block Group 2, Census Tract 47.50, Bernalillo County, New Mexico",1571,174,127,57,39,246,42,9,33,1604,189,160,57,48,255,1223,1033,1836,18,0,35,001,004750,2,2016
"Block Group 3, Census Tract 5.05, San Juan County, New Mexico",285,0,662,0,0,0,0,0,0,285,0,662,0,0,0,90,857,678,0,46,35,045,000505,3,2016
"Block Group 1, Census Tract 7.07, San Juan County, New Mexico",985,0,293,0,0,59,48,0,48,1033,0,341,0,0,82,427,958,919,20,29,35,045,000707,1,2016
"Block Group 3, Census Tract 7.07, San Juan County, New Mexico",1022,0,865,0,0,234,116,31,85,1107,0,981,0,0,265,715,1522,1659,15,15,35,045,000707,3,2016
"Block Group 6, Census Tract 5.05, San Juan County, New Mexico",262,0,1518,0,0,73,51,0,51,313,0,1562,7,0,73,319,1585,1285,0,21,35,045,000505,6,2016
"Block Group 4, Census Tract 5.05, San Juan County, New Mexico",619,0,282,0,0,49,44,44,0,663,0,282,0,0,93,212,782,573,0,0,35,045,000505,4,2016
"Block Group 1, Census Tract 5.04, San Juan County, New Mexico",441,0,484,0,0,28,0,0,0,441,0,484,0,0,28,42,911,701,0,0,35,045,000504,1,2016
"Block Group 2, Census Tract 9428.03, San Juan County, New Mexico",24,17,918,35,0,0,23,17,6,41,23,918,41,0,17,17,1000,582,0,6,35,045,942803,2,2016
"Block Group 3, Census Tract 9428.03, San Juan County, New Mexico",0,0,911,43,0,0,0,0,0,0,0,911,43,0,0,0,954,589,7,0,35,045,942803,3,2016
"Block Group 2, Census Tract 6.07, San Juan County, New Mexico",1036,4,1101,0,0,563,91,0,91,1119,77,1119,0,8,571,785,2010,2174,0,0,35,045,000607,2,2016
"Block Group 1, Census Tract 7.08, San Juan County, New Mexico",1698,23,70,0,0,300,51,0,51,1749,23,87,34,0,300,1115,1027,1537,15,0,35,045,000708,1,2016
"Block Group 2, Census Tract 7.08, San Juan County, New Mexico",1532,6,290,0,0,89,93,0,93,1558,92,364,0,0,89,756,1254,1455,9,9,35,045,000708,2,2016
"Block Group 1, Census Tract 9433, San Juan County, New Mexico",1718,0,464,0,0,18,80,32,48,1766,32,507,5,0,50,349,1931,1709,27,24,35,045,943300,1,2016
"Block Group 2, Census Tract 6.10, San Juan County, New Mexico",1779,0,127,7,0,102,75,0,75,1854,21,160,28,0,102,421,1669,1645,44,27,35,045,000610,2,2016
"Block Group 1, Census Tract 6.10, San Juan County, New Mexico",748,0,0,0,0,48,12,12,0,760,0,0,0,0,60,242,566,539,0,46,35,045,000610,1,2016
"Block Group 1, Census Tract 9.01, Otero County, New Mexico",570,0,27,0,0,18,25,25,0,582,0,40,0,0,43,71,569,633,0,21,35,035,000901,1,2016
"Block Group 3, Census Tract 9.01, Otero County, New Mexico",1336,5,10,0,0,12,7,0,7,1342,6,17,0,0,12,204,1166,1186,32,3,35,035,000901,3,2016
"Block Group 5, Census Tract 2.05, San Juan County, New Mexico",591,0,155,0,0,0,0,0,0,591,0,155,0,0,0,393,353,506,0,15,35,045,000205,5,2016
"Block Group 2, Census Tract 9624.02, Sierra County, New Mexico",1083,0,0,0,0,146,63,0,63,1146,39,63,0,0,146,613,679,981,38,55,35,051,962402,2,2016
"Block Group 2, Census Tract 9624.01, Sierra County, New Mexico",1413,0,31,0,0,5,1,0,1,1414,0,31,1,0,5,273,1177,1293,36,41,35,051,962401,2,2016
"Block Group 4, Census Tract 3, Roosevelt County, New Mexico",756,0,3,0,0,21,70,0,70,818,20,55,6,0,27,62,788,681,0,23,35,041,000300,4,2016
"Block Group 1, Census Tract 9439.01, McKinley County, New Mexico",81,0,1908,0,2,48,64,0,64,140,5,1972,0,2,48,66,2037,1520,5,0,35,031,943901,1,2016
"Block Group 3, Census Tract 9439.01, McKinley County, New Mexico",0,0,888,0,0,0,2,0,2,2,0,890,0,0,0,16,874,661,3,21,35,031,943901,3,2016
"Block Group 1, Census Tract 9439.02, McKinley County, New Mexico",17,0,1782,0,0,231,7,4,3,20,0,1789,0,0,235,257,1780,1235,0,0,35,031,943902,1,2016
"Block Group 1, Census Tract 3.02, San Juan County, New Mexico",822,0,49,0,0,13,11,0,11,833,11,49,0,0,13,164,731,698,7,7,35,045,000302,1,2016
"Block Group 3, Census Tract 3.01, San Juan County, New Mexico",554,0,64,48,0,0,0,0,0,554,0,64,48,0,0,49,617,588,9,21,35,045,000301,3,2016
"Block Group 2, Census Tract 3.01, San Juan County, New Mexico",407,0,9,0,0,0,0,0,0,407,0,9,0,0,0,41,375,376,13,0,35,045,000301,2,2016
"Block Group 1, Census Tract 7.02, San Juan County, New Mexico",888,0,9,22,0,25,0,0,0,888,0,9,22,0,25,319,625,773,7,14,35,045,000702,1,2016
"Block Group 2, Census Tract 3.02, San Juan County, New Mexico",495,0,173,0,0,0,74,37,37,569,0,210,0,0,37,245,497,587,7,13,35,045,000302,2,2016
"Block Group 3, Census Tract 3.02, San Juan County, New Mexico",352,10,158,0,0,0,24,0,24,376,10,182,0,0,0,161,383,372,0,0,35,045,000302,3,2016
"Block Group 4, Census Tract 3.02, San Juan County, New Mexico",759,0,337,5,0,0,13,0,13,772,0,350,5,0,0,39,1075,838,8,14,35,045,000302,4,2016
"Block Group 1, Census Tract 9502, Union County, New Mexico",1079,32,39,5,0,186,59,46,13,1138,32,45,12,0,232,703,697,1067,13,30,35,059,950200,1,2016
"Block Group 2, Census Tract 9502, Union County, New Mexico",736,2,39,0,0,151,31,0,31,767,2,67,3,0,151,402,557,811,5,27,35,059,950200,2,2016
"Block Group 3, Census Tract 9502, Union County, New Mexico",1533,42,63,0,0,242,53,36,17,1543,66,91,0,8,286,648,1285,1558,12,28,35,059,950200,3,2016
"Block Group 1, Census Tract 9781, Socorro County, New Mexico",2273,0,649,22,0,24,343,0,343,2616,0,649,365,0,24,1157,2154,2230,83,7,35,053,978100,1,2016
"Block Group 2, Census Tract 9781, Socorro County, New Mexico",1695,9,205,0,0,164,13,0,13,1695,16,211,13,0,170,1471,615,1630,3,0,35,053,978100,2,2016
"Block Group 1, Census Tract 9783.01, Socorro County, New Mexico",2353,0,85,11,0,34,0,0,0,2353,0,85,11,0,34,1720,763,1918,24,45,35,053,978301,1,2016
"Block Group 1, Census Tract 9783.03, Socorro County, New Mexico",1404,0,54,0,0,88,103,103,0,1507,0,54,0,0,191,1000,649,1251,3,0,35,053,978303,1,2016
"Block Group 3, Census Tract 9783.02, Socorro County, New Mexico",1018,0,11,7,0,49,20,0,20,1038,6,25,7,0,49,565,540,790,7,10,35,053,978302,3,2016
"Block Group 2, Census Tract 11.02, Bernalillo County, New Mexico",763,104,0,12,0,0,0,0,0,763,104,0,12,0,0,208,671,761,0,26,35,001,001102,2,2016
"Block Group 1, Census Tract 14, Bernalillo County, New Mexico",377,0,0,0,0,31,206,183,23,400,0,23,183,0,214,586,28,492,0,8,35,001,001400,1,2016
"Block Group 4, Census Tract 14, Bernalillo County, New Mexico",458,101,40,0,0,169,33,15,18,485,107,52,6,0,184,460,341,723,0,7,35,001,001400,4,2016
"Block Group 2, Census Tract 14, Bernalillo County, New Mexico",335,0,28,0,0,323,23,23,0,335,0,28,23,0,346,644,65,591,10,24,35,001,001400,2,2016
"Block Group 3, Census Tract 1.29, Bernalillo County, New Mexico",580,155,91,0,0,0,61,0,61,641,203,91,13,0,0,299,588,703,0,15,35,001,000129,3,2016
"Block Group 1, Census Tract 4.01, Bernalillo County, New Mexico",1339,0,14,169,0,30,0,0,0,1339,0,14,169,0,30,315,1237,1312,0,14,35,001,000401,1,2016
"Block Group 3, Census Tract 4.01, Bernalillo County, New Mexico",1532,20,97,294,0,5,72,0,72,1604,71,133,294,0,5,676,1344,1591,15,15,35,001,000401,3,2016
"Block Group 2, Census Tract 2.08, Bernalillo County, New Mexico",427,13,83,0,0,253,0,0,0,427,13,83,0,0,253,487,289,732,6,0,35,001,000208,2,2016
"Block Group 1, Census Tract 2.08, Bernalillo County, New Mexico",873,0,0,0,0,35,26,0,26,899,0,26,0,0,35,519,415,706,11,0,35,001,000208,1,2016
"Block Group 2, Census Tract 1.19, Bernalillo County, New Mexico",658,0,14,11,0,0,61,0,61,719,0,20,66,0,0,254,490,538,7,6,35,001,000119,2,2016
"Block Group 2, Census Tract 1.20, Bernalillo County, New Mexico",958,80,127,11,0,328,82,52,30,1006,80,127,75,0,410,596,990,1172,13,7,35,001,000120,2,2016
"Block Group 4, Census Tract 2.05, Bernalillo County, New Mexico",928,10,0,7,0,117,57,8,49,985,10,42,14,0,125,614,505,956,0,6,35,001,000205,4,2016
"Block Group 2, Census Tract 9701.01, Valencia County, New Mexico",947,0,92,0,0,475,59,44,15,998,8,92,15,0,519,1217,356,970,0,0,35,061,970101,2,2016
"Block Group 1, Census Tract 9703.03, Valencia County, New Mexico",1439,0,0,0,0,245,12,12,0,1451,0,0,0,0,257,1289,407,1305,9,0,35,061,970303,1,2016
"Block Group 3, Census Tract 9703.03, Valencia County, New Mexico",1562,0,9,0,0,143,108,97,11,1670,0,20,0,0,240,1006,816,1544,0,39,35,061,970303,3,2016
"Block Group 3, Census Tract 9710, Valencia County, New Mexico",647,0,46,0,0,79,0,0,0,647,0,46,0,0,79,185,587,672,78,6,35,061,971000,3,2016
"Block Group 1, Census Tract 9710, Valencia County, New Mexico",695,0,0,0,0,0,0,0,0,695,0,0,0,0,0,301,394,515,0,0,35,061,971000,1,2016
"Block Group 2, Census Tract 9710, Valencia County, New Mexico",1331,64,170,0,0,443,0,0,0,1331,64,170,0,0,443,1070,938,1430,14,14,35,061,971000,2,2016
"Block Group 1, Census Tract 9403, Valencia County, New Mexico",34,0,1129,0,0,8,40,19,21,55,0,1169,0,0,27,57,1154,941,7,15,35,061,940300,1,2016
"Block Group 1, Census Tract 1.24, Bernalillo County, New Mexico",416,59,80,0,0,94,51,18,33,467,59,98,33,0,112,318,382,587,0,13,35,001,000124,1,2016
"Block Group 3, Census Tract 1.24, Bernalillo County, New Mexico",453,0,83,50,0,113,28,0,28,453,28,83,78,0,113,255,472,538,15,36,35,001,000124,3,2016
"Block Group 1, Census Tract 7.14, Bernalillo County, New Mexico",1417,168,70,155,0,32,40,26,14,1457,168,78,161,0,66,580,1302,1591,27,23,35,001,000714,1,2016
"Block Group 2, Census Tract 47.47, Bernalillo County, New Mexico",1051,0,49,16,0,61,75,58,17,1106,0,86,16,0,119,396,856,815,0,0,35,001,004747,2,2016
"Block Group 3, Census Tract 47.50, Bernalillo County, New Mexico",870,89,0,0,0,324,33,33,0,903,89,0,0,0,357,1048,268,1020,0,0,35,001,004750,3,2016
"Block Group 1, Census Tract 47.50, Bernalillo County, New Mexico",1599,41,378,26,0,140,480,333,147,1775,188,457,251,0,473,1782,882,1836,0,16,35,001,004750,1,2016
"Block Group 1, Census Tract 47.47, Bernalillo County, New Mexico",3140,343,40,9,0,375,257,35,222,3397,354,183,77,0,421,2100,2064,2976,9,30,35,001,004747,1,2016
"Block Group 1, Census Tract 47.43, Bernalillo County, New Mexico",1981,117,64,83,0,128,130,33,97,2097,155,113,107,0,161,1363,1140,1731,0,0,35,001,004743,1,2016
"Block Group 2, Census Tract 47.43, Bernalillo County, New Mexico",551,69,150,150,0,97,9,0,9,560,69,154,155,0,97,441,585,722,0,0,35,001,004743,2,2016
"Block Group 1, Census Tract 47.52, Bernalillo County, New Mexico",1521,6,208,58,0,82,90,9,81,1611,18,251,84,0,103,583,1382,1526,10,34,35,001,004752,1,2016
"Block Group 3, Census Tract 47.52, Bernalillo County, New Mexico",660,35,201,64,0,111,10,0,10,670,45,201,64,0,111,405,676,867,0,0,35,001,004752,3,2016
"Block Group 2, Census Tract 47.52, Bernalillo County, New Mexico",644,121,11,85,0,90,31,0,31,675,152,11,85,0,90,497,485,720,0,0,35,001,004752,2,2016
"Block Group 2, Census Tract 9747, Cibola County, New Mexico",1519,15,194,37,0,226,63,3,60,1579,15,254,40,0,229,1376,678,1447,0,74,35,006,974700,2,2016
"Block Group 4, Census Tract 9747, Cibola County, New Mexico",505,0,41,0,0,0,0,0,0,505,0,41,0,0,0,288,258,433,0,0,35,006,974700,4,2016
"Block Group 2, Census Tract 6.01, Otero County, New Mexico",2607,292,43,38,0,39,276,17,259,2875,442,95,103,8,56,559,2736,1013,0,0,35,035,000601,2,2016
"Block Group 5, Census Tract 9747, Cibola County, New Mexico",733,0,18,0,0,561,77,0,77,810,0,95,0,0,561,849,540,1171,23,33,35,006,974700,5,2016
"Block Group 1, Census Tract 9747, Cibola County, New Mexico",1021,27,165,0,0,66,124,18,106,1092,67,214,35,35,84,339,1064,1113,4,0,35,006,974700,1,2016
"Block Group 2, Census Tract 9461, Cibola County, New Mexico",41,0,971,0,0,0,3,0,3,44,3,971,0,0,0,55,960,761,4,29,35,006,946100,2,2016
