NAME,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001H_014E,B01001H_015E,B01001H_016E,B01001H_029E,B01001H_030E,B01001H_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,state,county,tract,YEAR
"Census Tract 1.20, Bernalillo County, New Mexico",0,10,4,0,10,0,0,10,0,11,32,35,7,141,38,26,17,0,11,14,4,19,35,001,000120,2021
"Census Tract 1.21, Bernalillo County, New Mexico",0,0,0,0,0,20,0,5,20,0,255,134,12,179,99,88,19,2,30,74,36,0,35,001,000121,2021
"Census Tract 1.22, Bernalillo County, New Mexico",0,24,0,0,0,0,0,0,0,0,119,91,28,250,67,59,62,59,0,36,75,14,35,001,000122,2021
"Census Tract 1.23, Bernalillo County, New Mexico",0,35,0,0,0,0,0,0,43,18,125,116,45,105,93,20,132,16,14,54,20,68,35,001,000123,2021
"Census Tract 1.24, Bernalillo County, New Mexico",0,74,0,0,95,0,0,6,0,0,238,38,17,192,101,20,133,0,2,89,0,0,35,001,000124,2021
"Census Tract 1.25, Bernalillo County, New Mexico",0,6,0,0,0,0,0,0,6,0,199,117,42,184,126,55,33,13,0,52,31,0,35,001,000125,2021
"Census Tract 1.26, Bernalillo County, New Mexico",0,11,7,0,0,0,0,0,0,0,81,102,30,156,53,34,0,6,0,22,13,25,35,001,000126,2021
"Census Tract 1.27, Bernalillo County, New Mexico",0,0,1,7,9,0,0,0,1,0,53,24,1,61,100,15,9,8,8,38,15,36,35,001,000127,2021
"Census Tract 1.28, Bernalillo County, New Mexico",0,12,11,0,0,0,0,55,0,0,52,0,25,46,23,22,38,12,18,78,22,37,35,001,000128,2021
"Census Tract 1.29, Bernalillo County, New Mexico",0,49,0,0,14,23,0,26,40,0,138,30,0,459,119,53,31,96,0,142,21,0,35,001,000129,2021
"Census Tract 2.03, Bernalillo County, New Mexico",0,0,0,0,0,0,0,5,0,0,41,14,11,85,43,41,18,0,7,18,7,29,35,001,000203,2021
"Census Tract 2.04, Bernalillo County, New Mexico",0,0,10,8,8,0,0,11,175,0,40,127,7,69,51,13,30,50,0,90,192,8,35,001,000204,2021
"Census Tract 2.05, Bernalillo County, New Mexico",0,29,7,9,24,0,0,20,0,0,111,24,0,72,6,14,53,23,8,93,15,16,35,001,000205,2021
"Census Tract 2.06, Bernalillo County, New Mexico",0,0,17,0,18,1,0,0,0,22,70,26,20,131,60,42,31,50,0,9,40,22,35,001,000206,2021
"Census Tract 2.07, Bernalillo County, New Mexico",0,12,21,0,0,7,22,8,13,0,92,50,10,44,17,8,51,7,17,52,53,33,35,001,000207,2021
"Census Tract 2.08, Bernalillo County, New Mexico",0,0,0,0,82,0,0,13,0,0,85,33,20,66,8,18,129,9,0,41,12,12,35,001,000208,2021
"Census Tract 3, Bernalillo County, New Mexico",0,0,12,0,11,0,0,11,8,0,230,99,13,220,101,47,39,4,4,60,82,4,35,001,000300,2021
"Census Tract 4.01, Bernalillo County, New Mexico",19,8,0,0,14,0,0,28,0,0,192,32,0,104,62,26,36,14,19,49,28,1,35,001,000401,2021
"Census Tract 4.02, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,126,68,0,139,115,42,12,0,0,11,40,8,35,001,000402,2021
"Census Tract 5.01, Bernalillo County, New Mexico",0,0,12,0,5,0,7,36,0,124,124,13,26,174,19,59,5,37,0,74,44,130,35,001,000501,2021
"Census Tract 5.03, Bernalillo County, New Mexico",0,0,0,0,19,4,0,5,0,10,195,56,82,346,96,75,17,4,0,38,8,10,35,001,000503,2021
"Census Tract 5.04, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,15,77,49,49,76,0,17,0,0,0,0,0,9,35,001,000504,2021
"Census Tract 6.01, Bernalillo County, New Mexico",0,30,0,0,11,0,10,44,0,38,167,137,66,145,109,36,65,0,10,91,0,38,35,001,000601,2021
"Census Tract 6.03, Bernalillo County, New Mexico",0,33,19,0,0,0,0,41,0,0,31,18,0,15,22,8,31,0,33,132,66,0,35,001,000603,2021
"Census Tract 6.05, Bernalillo County, New Mexico",0,15,35,7,7,10,0,0,7,5,82,39,6,84,12,15,113,10,7,38,49,7,35,001,000605,2021
"Census Tract 7.04, Bernalillo County, New Mexico",0,0,0,0,75,11,0,15,46,0,70,8,16,59,22,24,98,30,0,12,54,5,35,001,000704,2021
"Census Tract 7.11, Bernalillo County, New Mexico",0,0,93,0,196,0,0,11,16,0,160,65,43,193,71,32,251,9,0,48,0,0,35,001,000711,2021
"Census Tract 7.12, Bernalillo County, New Mexico",0,25,0,0,0,26,0,6,6,1,106,11,0,108,29,28,13,48,0,45,20,1,35,001,000712,2021
"Census Tract 7.13, Bernalillo County, New Mexico",0,0,25,76,0,0,0,19,17,0,121,93,40,213,152,132,69,19,0,33,42,101,35,001,000713,2021
"Census Tract 7.14, Bernalillo County, New Mexico",0,0,0,12,4,0,0,150,0,0,261,28,12,128,110,20,142,0,13,171,0,0,35,001,000714,2021
"Census Tract 7.15, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,10,10,0,51,10,0,49,28,0,27,0,0,35,001,000715,2021
"Census Tract 7.16, Bernalillo County, New Mexico",0,0,28,0,0,3,0,0,4,0,64,14,25,68,56,44,43,29,33,81,57,0,35,001,000716,2021
"Census Tract 7.17, Bernalillo County, New Mexico",0,37,0,0,0,0,0,0,0,0,0,0,54,104,44,72,1,0,0,37,0,0,35,001,000717,2021
"Census Tract 7.18, Bernalillo County, New Mexico",0,20,0,0,22,35,0,0,123,0,104,29,54,94,61,27,85,40,17,35,37,16,35,001,000718,2021
"Census Tract 7.19, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,13,0,97,0,0,145,0,0,0,0,0,0,13,0,35,001,000719,2021
"Census Tract 7.20, Bernalillo County, New Mexico",0,17,0,11,0,72,15,55,0,0,244,201,96,200,200,156,12,83,30,79,51,24,35,001,000720,2021
"Census Tract 9.04, Bernalillo County, New Mexico",0,0,0,0,31,0,0,0,0,0,67,47,0,83,116,13,45,10,12,48,16,0,35,001,000904,2021
"Census Tract 9.05, Bernalillo County, New Mexico",0,0,14,0,0,0,0,0,0,0,5,0,0,57,16,0,6,0,0,67,14,0,35,001,000905,2021
"Census Tract 9.06, Bernalillo County, New Mexico",0,0,0,32,0,0,0,28,0,0,143,0,25,79,62,23,0,0,0,28,33,32,35,001,000906,2021
"Census Tract 9.07, Bernalillo County, New Mexico",0,0,0,0,26,0,0,0,0,0,55,11,0,10,13,0,70,0,0,53,14,57,35,001,000907,2021
"Census Tract 9.08, Bernalillo County, New Mexico",0,38,84,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,159,84,0,35,001,000908,2021
"Census Tract 11.01, Bernalillo County, New Mexico",0,21,36,0,15,0,0,15,0,0,217,101,38,244,80,11,56,0,0,22,0,21,35,001,001101,2021
"Census Tract 11.02, Bernalillo County, New Mexico",0,12,0,0,0,0,0,22,0,0,91,118,5,109,36,107,0,8,8,40,16,7,35,001,001102,2021
"Census Tract 12.01, Bernalillo County, New Mexico",0,0,30,15,23,0,0,0,0,0,44,0,0,73,8,0,49,26,0,0,30,35,35,001,001201,2021
"Census Tract 12.02, Bernalillo County, New Mexico",0,61,89,0,0,37,0,0,0,0,0,0,0,20,0,0,106,37,37,61,122,0,35,001,001202,2021
"Census Tract 13, Bernalillo County, New Mexico",29,50,88,0,38,0,0,28,19,32,17,3,0,22,0,0,129,28,39,135,149,32,35,001,001300,2021
"Census Tract 14, Bernalillo County, New Mexico",2,41,0,10,13,0,0,0,0,16,14,10,0,34,0,0,132,3,2,91,40,26,35,001,001400,2021
"Census Tract 15, Bernalillo County, New Mexico",0,0,37,0,10,0,0,18,0,0,28,0,0,60,8,14,72,49,0,29,37,0,35,001,001500,2021
"Census Tract 17.01, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,190,36,0,226,51,0,0,0,0,0,0,0,35,001,001701,2021
"Census Tract 17.02, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,38,0,0,36,4,0,18,13,0,0,24,0,35,001,001702,2021
"Census Tract 18, Bernalillo County, New Mexico",0,0,0,0,20,0,0,0,0,0,23,5,13,16,33,54,27,0,0,0,0,4,35,001,001800,2021
"Census Tract 20, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,23,3,0,16,14,17,11,21,0,78,0,23,35,001,002000,2021
"Census Tract 21, Bernalillo County, New Mexico",0,0,0,0,0,0,0,9,0,0,46,0,0,7,6,0,0,0,0,9,0,0,35,001,002100,2021
"Census Tract 22, Bernalillo County, New Mexico",0,0,13,0,27,10,0,24,1,0,104,44,18,157,105,16,24,21,11,28,43,0,35,001,002200,2021
"Census Tract 23.01, Bernalillo County, New Mexico",0,74,0,0,0,0,0,0,8,0,0,0,0,0,0,0,58,25,0,81,40,0,35,001,002301,2021
"Census Tract 23.02, Bernalillo County, New Mexico",0,81,95,0,51,0,0,82,0,29,16,24,4,14,0,0,478,150,0,242,124,29,35,001,002302,2021
"Census Tract 23.03, Bernalillo County, New Mexico",0,114,43,0,7,0,0,0,0,0,17,23,0,19,0,0,40,104,19,266,43,0,35,001,002303,2021
"Census Tract 24.01, Bernalillo County, New Mexico",39,20,27,37,43,7,0,5,3,10,47,12,38,23,74,24,226,70,39,67,146,56,35,001,002401,2021
"Census Tract 24.03, Bernalillo County, New Mexico",0,27,0,0,43,5,0,0,46,0,0,0,0,147,16,1,167,21,0,101,103,0,35,001,002403,2021
"Census Tract 24.04, Bernalillo County, New Mexico",0,3,0,13,11,0,0,74,0,0,32,0,0,20,0,0,62,15,0,179,26,13,35,001,002404,2021
"Census Tract 27, Bernalillo County, New Mexico",0,0,42,14,14,0,0,35,0,0,119,51,2,155,16,12,22,50,47,57,55,80,35,001,002700,2021
"Census Tract 29, Bernalillo County, New Mexico",0,83,7,0,112,0,10,0,16,30,62,28,5,40,5,14,208,21,20,134,71,47,35,001,002900,2021
"Census Tract 30.01, Bernalillo County, New Mexico",0,0,0,0,0,0,0,130,30,0,193,127,9,253,102,6,19,10,22,176,92,0,35,001,003001,2021
"Census Tract 30.02, Bernalillo County, New Mexico",0,8,38,0,19,0,0,77,24,14,106,52,53,122,63,7,61,30,17,157,12,8,35,001,003002,2021
"Census Tract 31, Bernalillo County, New Mexico",0,8,27,0,10,0,0,17,10,0,145,36,10,209,53,93,41,20,0,39,75,0,35,001,003100,2021
"Census Tract 32.01, Bernalillo County, New Mexico",0,24,31,14,0,0,0,19,0,0,142,23,0,77,15,6,65,12,0,94,42,22,35,001,003201,2021
"Census Tract 32.02, Bernalillo County, New Mexico",0,36,8,20,20,4,0,32,11,47,171,36,2,87,33,0,157,21,0,125,93,100,35,001,003202,2021
"Census Tract 34, Bernalillo County, New Mexico",0,21,16,11,0,14,10,0,0,0,93,17,0,64,23,0,33,24,10,59,24,21,35,001,003400,2021
"Census Tract 35.01, Bernalillo County, New Mexico",0,28,28,0,94,0,0,20,0,17,239,32,9,129,77,0,110,47,0,188,72,17,35,001,003501,2021
"Census Tract 35.02, Bernalillo County, New Mexico",0,14,0,20,0,6,0,87,13,9,266,108,21,439,122,0,61,41,11,112,35,38,35,001,003502,2021
"Census Tract 36, Bernalillo County, New Mexico",0,18,43,0,2,20,0,41,34,0,121,65,0,225,186,57,123,188,18,258,117,16,35,001,003600,2021
"Census Tract 37.07, Bernalillo County, New Mexico",0,0,0,0,0,42,0,0,15,0,192,170,10,137,108,217,30,42,0,18,13,100,35,001,003707,2021
"Census Tract 37.12, Bernalillo County, New Mexico",0,43,0,0,27,0,8,7,0,0,174,207,16,383,116,92,66,14,0,134,46,0,35,001,003712,2021
"Census Tract 37.15, Bernalillo County, New Mexico",0,0,0,0,37,6,11,33,16,0,193,232,190,280,131,38,40,14,0,35,12,20,35,001,003715,2021
"Census Tract 37.17, Bernalillo County, New Mexico",0,60,0,0,10,0,0,23,0,0,168,56,30,350,169,271,46,0,1,107,0,0,35,001,003717,2021
"Census Tract 37.18, Bernalillo County, New Mexico",0,0,0,0,0,0,0,30,0,0,92,48,0,254,65,20,0,15,0,63,13,0,35,001,003718,2021
"Census Tract 37.19, Bernalillo County, New Mexico",15,15,0,13,48,0,5,0,0,52,260,200,137,228,191,168,51,21,30,141,3,38,35,001,003719,2021
"Census Tract 37.22, Bernalillo County, New Mexico",0,17,27,0,6,0,0,0,0,0,122,34,53,118,86,29,20,30,15,36,27,14,35,001,003722,2021
"Census Tract 37.23, Bernalillo County, New Mexico",0,0,0,0,1,17,0,41,59,14,248,126,164,413,219,86,39,63,0,79,59,14,35,001,003723,2021
"Census Tract 37.24, Bernalillo County, New Mexico",0,8,7,0,0,0,0,23,0,0,241,109,24,188,165,143,70,19,0,55,25,13,35,001,003724,2021
"Census Tract 37.25, Bernalillo County, New Mexico",0,0,0,0,0,0,99,0,0,6,346,30,6,449,81,8,65,40,24,65,64,0,35,001,003725,2021
"Census Tract 37.26, Bernalillo County, New Mexico",0,0,0,0,1,0,0,10,0,8,172,59,18,181,78,39,1,12,9,10,9,0,35,001,003726,2021
"Census Tract 37.28, Bernalillo County, New Mexico",0,53,0,38,0,4,5,46,0,0,94,120,64,74,148,59,6,25,0,59,12,43,35,001,003728,2021
"Census Tract 37.29, Bernalillo County, New Mexico",0,8,0,0,0,6,0,29,0,0,132,27,0,103,26,16,10,33,0,66,10,0,35,001,003729,2021
"Census Tract 37.30, Bernalillo County, New Mexico",0,8,32,0,0,9,0,0,5,0,206,88,44,186,139,90,19,9,0,45,37,0,35,001,003730,2021
"Census Tract 37.31, Bernalillo County, New Mexico",8,6,8,0,11,6,0,28,12,0,219,66,9,267,85,0,31,12,0,44,12,0,35,001,003731,2021
"Census Tract 37.33, Bernalillo County, New Mexico",0,68,0,0,0,0,0,20,0,0,45,18,9,7,38,19,34,37,0,91,0,7,35,001,003733,2021
"Census Tract 37.36, Bernalillo County, New Mexico",0,24,0,0,35,0,0,11,7,37,11,44,21,87,12,54,64,0,0,96,14,37,35,001,003736,2021
"Census Tract 37.37, Bernalillo County, New Mexico",0,43,0,0,0,0,0,8,10,0,186,60,0,129,76,39,15,0,0,41,10,8,35,001,003737,2021
"Census Tract 37.38, Bernalillo County, New Mexico",0,0,0,0,20,0,0,0,23,0,194,58,48,171,16,136,63,7,0,81,26,0,35,001,003738,2021
"Census Tract 37.39, Bernalillo County, New Mexico",0,0,0,0,12,0,0,0,0,0,22,70,0,130,89,57,32,12,0,12,0,0,35,001,003739,2021
"Census Tract 37.40, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,49,51,6,100,0,21,53,0,0,18,26,45,35,001,003740,2021
"Census Tract 37.41, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,252,103,28,160,25,18,0,0,0,53,8,0,35,001,003741,2021
"Census Tract 37.42, Bernalillo County, New Mexico",0,0,0,0,37,0,0,18,0,80,226,154,36,474,161,44,67,0,0,46,41,80,35,001,003742,2021
"Census Tract 37.43, Bernalillo County, New Mexico",0,21,0,0,0,0,0,0,0,0,137,160,0,109,77,19,103,7,0,25,0,0,35,001,003743,2021
"Census Tract 37.44, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,22,0,10,11,0,0,0,0,0,0,0,35,001,003744,2021
"Census Tract 37.45, Bernalillo County, New Mexico",0,0,0,0,0,1,0,0,1,0,109,12,36,11,93,11,0,47,21,27,1,0,35,001,003745,2021
"Census Tract 37.46, Bernalillo County, New Mexico",0,0,0,0,60,0,0,0,0,0,80,31,16,110,118,35,152,40,0,58,14,13,35,001,003746,2021
"Census Tract 38.03, Bernalillo County, New Mexico",0,0,0,0,10,0,0,5,10,0,277,115,0,238,72,10,29,0,0,5,10,0,35,001,003803,2021
"Census Tract 38.04, Bernalillo County, New Mexico",0,8,0,0,2,0,0,29,0,0,340,42,38,354,74,36,190,2,35,76,0,0,35,001,003804,2021
"Census Tract 38.05, Bernalillo County, New Mexico",0,1,18,0,11,0,0,0,4,7,121,59,32,142,70,6,23,0,0,50,22,23,35,001,003805,2021
"Census Tract 38.06, Bernalillo County, New Mexico",0,0,8,0,30,0,0,11,0,0,271,30,0,193,37,10,71,15,0,19,31,0,35,001,003806,2021
"Census Tract 38.07, Bernalillo County, New Mexico",0,17,0,0,25,11,0,20,0,22,365,135,0,492,22,22,109,11,0,71,0,22,35,001,003807,2021
"Census Tract 40.01, Bernalillo County, New Mexico",0,8,0,0,10,35,0,74,14,0,52,49,0,66,47,8,106,59,0,180,69,17,35,001,004001,2021
"Census Tract 43, Bernalillo County, New Mexico",0,0,0,0,76,7,0,28,0,48,123,30,0,39,0,14,247,89,10,156,34,48,35,001,004300,2021
"Census Tract 44.01, Bernalillo County, New Mexico",0,1,40,0,29,0,0,27,0,0,57,0,0,69,23,0,111,32,0,54,125,22,35,001,004401,2021
"Census Tract 44.02, Bernalillo County, New Mexico",0,16,0,8,29,114,9,41,6,0,25,51,0,61,13,0,123,149,18,134,61,38,35,001,004402,2021
"Census Tract 45.01, Bernalillo County, New Mexico",0,17,0,67,69,0,0,134,81,0,14,0,0,20,6,0,116,12,35,233,127,102,35,001,004501,2021
"Census Tract 45.02, Bernalillo County, New Mexico",0,32,0,0,1,0,0,0,6,21,13,0,20,24,11,13,94,25,14,134,86,45,35,001,004502,2021
"Census Tract 46.02, Bernalillo County, New Mexico",0,63,37,0,58,0,0,0,0,0,31,34,9,73,27,0,113,48,30,99,56,27,35,001,004602,2021
"Census Tract 46.03, Bernalillo County, New Mexico",0,27,0,0,35,1,11,10,0,0,105,57,2,123,9,17,123,62,11,124,37,24,35,001,004603,2021
"Census Tract 46.04, Bernalillo County, New Mexico",0,12,6,0,39,1,0,39,19,0,39,62,0,86,29,56,179,38,0,199,68,23,35,001,004604,2021
"Census Tract 47.12, Bernalillo County, New Mexico",0,59,0,0,42,0,8,56,0,0,21,0,0,30,0,0,103,17,8,132,53,0,35,001,004712,2021
"Census Tract 47.13, Bernalillo County, New Mexico",0,38,10,0,0,0,0,12,20,0,15,2,0,25,3,0,110,12,0,87,138,0,35,001,004713,2021
"Census Tract 47.15, Bernalillo County, New Mexico",0,20,0,190,22,10,0,15,0,0,22,3,0,0,0,0,81,112,8,57,7,199,35,001,004715,2021
"Census Tract 47.16, Bernalillo County, New Mexico",0,19,0,34,10,0,0,9,11,0,32,18,9,54,29,11,26,10,0,37,20,34,35,001,004716,2021
"Census Tract 47.20, Bernalillo County, New Mexico",0,11,0,0,57,0,0,0,0,0,134,65,57,172,118,214,118,0,0,61,8,0,35,001,004720,2021
"Census Tract 47.22, Bernalillo County, New Mexico",0,0,0,0,11,0,0,0,0,0,92,40,20,227,75,0,59,69,13,142,13,11,35,001,004722,2021
"Census Tract 47.23, Bernalillo County, New Mexico",0,15,0,0,39,14,0,24,0,0,240,101,0,188,104,14,156,14,0,105,35,0,35,001,004723,2021
"Census Tract 47.24, Bernalillo County, New Mexico",0,19,0,0,7,78,0,15,1,0,121,18,31,67,44,55,71,87,24,81,26,0,35,001,004724,2021
"Census Tract 47.25, Bernalillo County, New Mexico",25,31,7,0,114,16,0,10,5,0,87,16,23,72,53,95,241,28,25,109,13,18,35,001,004725,2021
"Census Tract 47.26, Bernalillo County, New Mexico",0,1,0,0,12,0,0,6,0,0,49,11,0,68,27,0,22,1,0,29,1,0,35,001,004726,2021
"Census Tract 47.27, Bernalillo County, New Mexico",0,27,0,0,12,1,14,21,0,0,98,27,0,36,28,0,49,6,14,80,11,4,35,001,004727,2021
"Census Tract 47.28, Bernalillo County, New Mexico",0,57,0,0,139,0,0,78,0,13,207,97,72,339,127,68,175,13,16,218,28,14,35,001,004728,2021
"Census Tract 47.29, Bernalillo County, New Mexico",69,0,47,5,33,0,35,42,9,0,212,71,18,277,89,9,76,37,114,171,62,5,35,001,004729,2021
"Census Tract 47.33, Bernalillo County, New Mexico",0,43,0,0,25,0,52,17,38,0,19,0,0,33,0,0,60,0,52,190,38,0,35,001,004733,2021
"Census Tract 47.34, Bernalillo County, New Mexico",0,72,21,51,26,5,0,91,0,0,0,0,0,43,0,0,79,11,0,222,53,51,35,001,004734,2021
"Census Tract 47.35, Bernalillo County, New Mexico",0,7,0,0,18,0,0,0,5,0,1,0,0,0,4,0,32,0,3,62,14,2,35,001,004735,2021
"Census Tract 47.36, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,35,001,004736,2021
"Census Tract 47.37, Bernalillo County, New Mexico",0,0,0,0,80,4,0,15,0,0,32,0,0,11,0,0,85,25,0,42,12,15,35,001,004737,2021
"Census Tract 47.38, Bernalillo County, New Mexico",0,9,0,0,10,0,0,14,0,10,82,0,0,26,11,0,33,10,0,52,0,19,35,001,004738,2021
"Census Tract 47.39, Bernalillo County, New Mexico",0,28,0,0,93,0,0,45,0,0,33,0,0,41,38,0,126,18,0,100,9,0,35,001,004739,2021
"Census Tract 47.42, Bernalillo County, New Mexico",0,0,13,0,37,44,0,54,0,0,126,31,53,170,56,14,101,51,12,114,23,10,35,001,004742,2021
"Census Tract 47.43, Bernalillo County, New Mexico",0,24,7,0,1,0,0,32,0,29,37,39,0,19,45,13,11,8,0,110,17,29,35,001,004743,2021
"Census Tract 47.44, Bernalillo County, New Mexico",0,14,0,12,86,41,0,43,51,0,180,58,0,110,55,9,145,63,26,104,72,40,35,001,004744,2021
"Census Tract 47.45, Bernalillo County, New Mexico",0,0,0,0,15,11,0,26,27,6,143,48,28,84,84,31,30,27,5,155,67,6,35,001,004745,2021
"Census Tract 47.47, Bernalillo County, New Mexico",0,17,0,0,0,12,0,0,0,0,224,22,15,157,169,43,102,32,9,27,66,9,35,001,004747,2021
"Census Tract 47.49, Bernalillo County, New Mexico",13,0,9,20,23,34,0,136,8,0,106,30,51,65,53,35,70,39,13,181,32,34,35,001,004749,2021
"Census Tract 47.50, Bernalillo County, New Mexico",0,20,0,0,0,0,0,13,14,0,61,32,10,120,25,6,46,20,0,135,45,14,35,001,004750,2021
"Census Tract 47.52, Bernalillo County, New Mexico",0,6,8,0,0,8,0,0,0,0,83,50,0,162,101,10,28,5,0,34,11,27,35,001,004752,2021
"Census Tract 47.53, Bernalillo County, New Mexico",0,22,0,0,11,68,0,0,0,0,87,29,3,87,32,13,31,68,11,37,29,9,35,001,004753,2021
"Census Tract 47.54, Bernalillo County, New Mexico",0,6,0,0,0,0,0,0,0,0,150,63,0,104,39,0,7,13,0,53,0,0,35,001,004754,2021
"Census Tract 47.55, Bernalillo County, New Mexico",0,22,0,0,0,0,0,0,0,0,93,13,19,84,49,0,20,7,0,41,13,0,35,001,004755,2021
"Census Tract 47.56, Bernalillo County, New Mexico",0,13,11,0,12,1,0,14,0,0,41,19,0,46,14,0,44,103,15,70,57,0,35,001,004756,2021
"Census Tract 47.57, Bernalillo County, New Mexico",0,13,0,0,20,12,0,18,3,0,187,39,0,65,121,12,20,55,0,41,3,0,35,001,004757,2021
"Census Tract 47.58, Bernalillo County, New Mexico",0,0,0,0,0,0,0,19,0,0,46,44,0,93,55,17,17,0,0,29,0,0,35,001,004758,2021
"Census Tract 47.59, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,105,0,49,1,2,40,0,0,0,0,0,35,001,004759,2021
"Census Tract 47.60, Bernalillo County, New Mexico",0,190,0,12,48,0,0,130,19,0,46,12,0,0,14,14,79,0,0,376,81,24,35,001,004760,2021
"Census Tract 47.61, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,0,25,0,0,43,17,0,35,001,004761,2021
"Census Tract 47.62, Bernalillo County, New Mexico",0,0,0,0,8,0,0,43,0,49,29,0,0,22,0,14,96,76,14,80,20,49,35,001,004762,2021
"Census Tract 47.63, Bernalillo County, New Mexico",0,6,0,0,9,0,0,0,0,0,75,76,0,92,70,0,9,0,0,95,54,0,35,001,004763,2021
"Census Tract 47.64, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,20,80,0,25,74,0,32,10,0,22,0,0,35,001,004764,2021
"Census Tract 48, Bernalillo County, New Mexico",0,156,10,0,53,14,0,62,0,0,57,56,10,71,96,3,102,62,0,304,35,0,35,001,004800,2021
"Census Tract 49, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,99,34,0,61,43,11,53,4,0,22,10,65,35,001,004900,2021
"Census Tract 9405, Bernalillo County, New Mexico",0,2,2,0,6,9,0,28,25,0,295,163,101,150,249,91,7,21,3,40,40,18,35,001,940500,2021
"Census Tract 9406.01, Bernalillo County, New Mexico",0,21,0,0,0,0,0,9,0,0,109,27,0,134,39,0,29,0,0,32,16,0,35,001,940601,2021
"Census Tract 9406.02, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,26,0,35,0,0,35,001,940602,2021
"Census Tract 9407, Bernalillo County, New Mexico",0,13,0,0,8,0,0,1,10,0,7,0,0,6,0,6,20,0,0,20,0,0,35,001,940700,2021
"Census Tract 9408, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,940800,2021
