NAME,B26001_001E,B02014_001E,B16005_007E,B16005_008E,B16005_012E,B16005_013E,B16005_017E,B16005_022E,B16005_023E,B16005_029E,B16005_030E,B16005_034E,B16005_035E,B16005_039E,B16005_040E,B16005_044E,B16005_045E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,state,county,tract,YEAR
"Census Tract 1.17, Bernalillo County, New Mexico",11,39,9,0,0,0,0,0,0,13,0,0,0,22,5,5,0,157,79,15,83,62,0,0,0,0,0,0,0,1,0,7,0,0,10,0,0,10,7,7,0,0,0,0,0,0,0,7,35,001,000117,2021
"Census Tract 1.18, Bernalillo County, New Mexico",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,55,0,91,52,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,10,35,001,000118,2021
"Census Tract 1.19, Bernalillo County, New Mexico",25,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,138,29,47,89,60,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,35,001,000119,2021
"Census Tract 1.20, Bernalillo County, New Mexico",0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,18,145,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,35,001,000120,2021
"Census Tract 1.21, Bernalillo County, New Mexico",110,189,20,0,0,0,0,8,0,91,0,0,0,0,0,0,0,274,136,42,248,115,16,31,0,0,0,12,19,0,14,52,0,8,0,0,0,0,20,6,0,0,0,0,0,0,0,0,35,001,000121,2021
"Census Tract 1.22, Bernalillo County, New Mexico",54,158,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,136,28,262,142,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,001,000122,2021
"Census Tract 1.23, Bernalillo County, New Mexico",13,109,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,221,132,59,124,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,36,0,35,001,000123,2021
"Census Tract 1.24, Bernalillo County, New Mexico",108,89,28,0,0,0,0,0,0,0,101,0,0,0,0,0,0,276,38,19,201,101,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000124,2021
"Census Tract 1.25, Bernalillo County, New Mexico",0,69,0,0,0,0,0,0,0,0,0,8,0,35,5,0,0,232,123,42,230,151,0,0,0,6,0,0,0,7,0,0,0,0,7,0,11,13,0,10,0,0,0,0,0,0,0,0,35,001,000125,2021
"Census Tract 1.26, Bernalillo County, New Mexico",0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,108,30,167,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,35,001,000126,2021
"Census Tract 1.27, Bernalillo County, New Mexico",8,178,0,0,0,0,0,5,0,1,0,0,0,21,0,36,0,53,32,9,99,113,0,0,0,0,0,0,17,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,35,001,000127,2021
"Census Tract 1.28, Bernalillo County, New Mexico",33,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,12,43,57,34,12,17,0,61,0,0,19,0,0,0,0,0,12,0,0,11,0,16,0,0,0,0,0,0,12,0,35,001,000128,2021
"Census Tract 1.29, Bernalillo County, New Mexico",0,799,0,0,0,0,0,9,0,0,102,0,0,10,0,0,0,155,53,0,526,119,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,50,35,001,000129,2021
"Census Tract 2.03, Bernalillo County, New Mexico",0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,14,11,98,50,0,0,0,0,0,0,0,0,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,001,000203,2021
"Census Tract 2.04, Bernalillo County, New Mexico",14,98,0,0,0,0,0,0,0,53,0,0,0,20,0,0,0,62,165,7,159,58,8,11,0,27,7,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,35,001,000204,2021
"Census Tract 2.05, Bernalillo County, New Mexico",0,291,0,0,0,0,0,19,0,0,0,0,0,8,0,0,0,132,47,8,116,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,8,0,35,001,000205,2021
"Census Tract 2.06, Bernalillo County, New Mexico",14,136,2,0,0,0,0,0,0,0,22,0,0,0,0,0,0,83,52,20,140,83,10,6,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,001,000206,2021
"Census Tract 2.07, Bernalillo County, New Mexico",41,64,0,0,0,0,0,0,0,0,21,0,0,11,0,0,0,130,50,27,84,36,41,25,0,0,13,0,9,0,0,10,0,0,9,10,0,8,0,0,0,0,0,0,0,0,13,0,35,001,000207,2021
"Census Tract 2.08, Bernalillo County, New Mexico",0,95,0,0,0,0,0,0,0,86,0,0,0,19,0,0,0,85,33,20,94,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,35,001,000208,2021
"Census Tract 3, Bernalillo County, New Mexico",108,36,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,254,103,17,280,179,7,0,0,3,0,0,0,0,0,4,0,0,0,0,15,11,0,26,0,0,0,0,0,0,5,14,35,001,000300,2021
"Census Tract 4.01, Bernalillo County, New Mexico",27,135,2,0,13,0,0,0,0,0,0,14,0,100,0,0,0,206,46,0,118,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,35,001,000401,2021
"Census Tract 4.02, Bernalillo County, New Mexico",15,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,68,0,150,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000402,2021
"Census Tract 5.01, Bernalillo County, New Mexico",74,485,24,0,0,0,0,0,0,45,24,0,0,8,0,1,0,124,50,26,248,51,18,0,0,7,0,0,13,0,0,13,0,0,0,29,0,8,0,0,0,0,0,0,0,0,0,0,35,001,000501,2021
"Census Tract 5.03, Bernalillo County, New Mexico",77,410,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,212,56,82,379,104,2,0,0,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000503,2021
"Census Tract 5.04, Bernalillo County, New Mexico",35,60,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,77,49,49,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000504,2021
"Census Tract 6.01, Bernalillo County, New Mexico",0,179,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,195,137,66,162,109,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,33,0,0,0,0,0,0,0,0,26,0,35,001,000601,2021
"Census Tract 6.03, Bernalillo County, New Mexico",0,197,29,0,12,0,0,0,0,368,190,0,0,22,0,0,0,31,18,33,73,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,31,0,35,001,000603,2021
"Census Tract 6.05, Bernalillo County, New Mexico",251,211,7,0,0,0,12,0,0,109,216,0,0,0,0,0,0,146,39,13,107,19,13,0,0,0,0,0,7,0,0,31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,49,0,35,001,000605,2021
"Census Tract 7.04, Bernalillo County, New Mexico",18,225,33,0,0,0,0,0,0,13,0,0,0,43,0,0,0,87,27,16,71,30,0,0,0,0,0,0,13,0,0,0,0,0,9,12,0,0,26,0,0,0,0,0,0,0,6,0,35,001,000704,2021
"Census Tract 7.11, Bernalillo County, New Mexico",7,93,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,65,43,230,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,35,001,000711,2021
"Census Tract 7.12, Bernalillo County, New Mexico",0,228,9,1,0,0,8,0,0,0,22,0,0,8,19,12,0,119,25,0,127,43,1,0,0,1,7,0,0,0,0,0,0,0,0,11,0,73,11,0,0,0,0,0,0,0,0,8,35,001,000712,2021
"Census Tract 7.13, Bernalillo County, New Mexico",0,595,90,0,0,0,0,0,0,0,0,0,0,0,0,0,17,190,112,40,246,152,0,25,0,0,0,39,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000713,2021
"Census Tract 7.14, Bernalillo County, New Mexico",13,941,0,0,0,0,59,0,0,29,0,0,0,185,51,0,0,377,28,25,149,110,22,0,0,25,0,0,66,0,0,0,0,0,99,7,0,5,9,0,0,0,0,0,0,0,0,0,35,001,000714,2021
"Census Tract 7.15, Bernalillo County, New Mexico",0,22,239,0,0,0,0,0,0,281,245,0,0,0,0,0,0,40,38,0,78,10,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,35,001,000715,2021
"Census Tract 7.16, Bernalillo County, New Mexico",59,99,6,0,0,0,0,0,0,204,27,0,0,30,0,0,0,107,14,58,149,81,0,7,0,0,0,0,0,0,0,0,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,26,35,001,000716,2021
"Census Tract 7.17, Bernalillo County, New Mexico",0,203,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,54,104,44,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,001,000717,2021
"Census Tract 7.18, Bernalillo County, New Mexico",0,288,91,0,0,0,0,0,0,104,95,0,0,96,0,0,0,122,34,71,109,82,0,0,0,0,0,0,7,0,0,0,0,0,28,18,0,0,0,0,0,0,0,0,0,0,17,0,35,001,000718,2021
"Census Tract 7.19, Bernalillo County, New Mexico",0,86,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,97,0,0,145,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,35,001,000719,2021
"Census Tract 7.20, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,256,260,111,247,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000720,2021
"Census Tract 9.04, Bernalillo County, New Mexico",54,215,0,0,0,0,0,0,0,263,74,0,0,50,0,0,0,95,57,12,131,127,0,0,0,2,2,0,0,0,0,11,0,0,0,0,0,9,5,0,34,0,0,0,0,0,0,0,35,001,000904,2021
"Census Tract 9.05, Bernalillo County, New Mexico",0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,118,16,24,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000905,2021
"Census Tract 9.06, Bernalillo County, New Mexico",55,382,0,0,0,0,0,0,0,106,15,0,0,0,0,0,0,143,0,25,79,95,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000906,2021
"Census Tract 9.07, Bernalillo County, New Mexico",0,68,0,0,0,0,0,0,0,152,207,0,0,0,0,0,0,99,11,0,63,27,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,000907,2021
"Census Tract 9.08, Bernalillo County, New Mexico",63,198,0,0,0,0,0,0,0,90,365,16,0,0,63,0,0,41,0,0,121,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,35,001,000908,2021
"Census Tract 11.01, Bernalillo County, New Mexico",1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,101,38,244,80,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,10,0,35,001,001101,2021
"Census Tract 11.02, Bernalillo County, New Mexico",0,173,0,65,0,0,0,0,0,45,67,0,0,0,10,0,0,91,126,13,127,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,001102,2021
"Census Tract 12.01, Bernalillo County, New Mexico",0,62,0,0,0,0,0,0,0,172,50,0,0,95,0,7,0,44,26,0,73,8,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,26,0,35,001,001201,2021
"Census Tract 12.02, Bernalillo County, New Mexico",0,40,0,0,0,0,0,0,0,240,43,0,0,0,0,0,0,11,0,0,20,0,0,0,37,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,35,001,001202,2021
"Census Tract 13, Bernalillo County, New Mexico",17,175,66,29,0,0,0,0,0,261,133,0,0,0,0,0,0,69,14,10,63,67,11,0,0,53,14,0,0,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,35,001,001300,2021
"Census Tract 14, Bernalillo County, New Mexico",167,40,0,0,0,0,0,0,0,31,58,0,0,0,0,0,0,61,13,0,83,40,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,35,001,001400,2021
"Census Tract 15, Bernalillo County, New Mexico",10,99,0,0,0,0,0,0,0,71,138,0,0,0,0,0,0,42,10,0,71,8,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,35,001,001500,2021
"Census Tract 17.01, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,36,0,226,51,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,001701,2021
"Census Tract 17.02, Bernalillo County, New Mexico",0,391,0,0,0,0,0,16,0,25,0,0,0,0,0,0,0,38,13,0,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,35,001,001702,2021
"Census Tract 18, Bernalillo County, New Mexico",1407,107,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,13,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,001800,2021
"Census Tract 20, Bernalillo County, New Mexico",19,8,0,0,0,0,0,0,0,16,4,31,0,0,0,0,0,27,24,0,94,14,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,35,001,002000,2021
"Census Tract 21, Bernalillo County, New Mexico",126,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,7,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,002100,2021
"Census Tract 22, Bernalillo County, New Mexico",0,72,15,0,0,0,0,0,0,0,12,0,0,0,0,0,0,112,55,29,182,135,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,002200,2021
"Census Tract 23.01, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,144,147,0,0,0,0,0,0,0,25,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,58,0,35,001,002301,2021
"Census Tract 23.02, Bernalillo County, New Mexico",18,18,0,0,0,0,0,0,0,122,250,0,0,0,0,0,0,77,85,4,111,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,89,35,001,002302,2021
"Census Tract 23.03, Bernalillo County, New Mexico",0,76,0,58,0,0,0,0,0,45,60,0,0,0,0,0,0,30,127,19,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,35,001,002303,2021
"Census Tract 24.01, Bernalillo County, New Mexico",6,19,57,0,0,0,0,0,0,279,48,0,0,0,0,0,0,169,51,38,65,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,24,35,001,002401,2021
"Census Tract 24.03, Bernalillo County, New Mexico",5,21,0,25,0,0,0,0,0,0,35,0,0,0,0,34,0,64,16,0,221,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,35,001,002403,2021
"Census Tract 24.04, Bernalillo County, New Mexico",0,61,76,0,0,0,0,0,0,141,16,0,0,0,0,0,0,64,15,0,122,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,35,001,002404,2021
"Census Tract 27, Bernalillo County, New Mexico",10,195,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,127,94,49,182,29,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,7,35,001,002700,2021
"Census Tract 29, Bernalillo County, New Mexico",124,165,24,0,0,0,0,0,0,31,42,0,0,0,0,0,0,101,49,15,86,53,2,0,0,0,0,0,12,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,35,001,002900,2021
"Census Tract 30.01, Bernalillo County, New Mexico",11,128,37,51,0,0,0,0,0,0,115,0,0,0,0,0,0,212,137,31,308,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,003001,2021
"Census Tract 30.02, Bernalillo County, New Mexico",0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,82,70,195,75,0,0,0,0,0,0,7,7,0,17,0,1,0,0,0,6,10,0,0,0,0,0,0,0,14,38,35,001,003002,2021
"Census Tract 31, Bernalillo County, New Mexico",0,23,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,176,56,10,223,91,0,0,0,0,0,0,0,0,9,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,003100,2021
"Census Tract 32.01, Bernalillo County, New Mexico",67,140,0,45,0,0,0,0,0,19,75,0,0,0,0,0,0,181,35,0,128,26,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,35,001,003201,2021
"Census Tract 32.02, Bernalillo County, New Mexico",376,146,77,0,0,0,0,0,0,0,67,0,0,0,0,0,0,291,53,2,128,118,23,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,35,001,003202,2021
"Census Tract 34, Bernalillo County, New Mexico",188,452,0,0,0,0,0,0,0,263,67,0,0,0,0,0,0,126,17,0,102,31,8,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,001,003400,2021
"Census Tract 35.01, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,63,9,289,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,001,003501,2021
"Census Tract 35.02, Bernalillo County, New Mexico",16,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,130,32,450,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,001,003502,2021
"Census Tract 36, Bernalillo County, New Mexico",0,208,0,0,0,0,0,0,0,50,78,0,0,0,0,0,0,194,184,0,406,226,0,0,0,14,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,35,001,003600,2021
"Census Tract 37.07, Bernalillo County, New Mexico",5,414,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,170,10,155,121,36,0,0,0,0,0,34,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,003707,2021
"Census Tract 37.12, Bernalillo County, New Mexico",67,130,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,199,221,16,467,162,15,0,0,0,14,0,3,0,0,4,0,0,16,0,0,14,19,0,0,0,0,0,0,0,31,0,35,001,003712,2021
"Census Tract 37.15, Bernalillo County, New Mexico",0,40,19,0,0,0,0,0,0,8,0,0,0,0,0,0,0,224,240,190,287,138,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,5,11,0,0,0,0,0,0,0,0,0,35,001,003715,2021
"Census Tract 37.17, Bernalillo County, New Mexico",18,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,56,31,374,169,0,0,0,16,0,0,9,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,003717,2021
"Census Tract 37.18, Bernalillo County, New Mexico",0,70,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,92,63,0,287,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,35,001,003718,2021
"Census Tract 37.19, Bernalillo County, New Mexico",85,286,0,0,0,0,0,1,0,0,0,0,0,38,0,0,0,307,218,152,369,194,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,4,0,35,001,003719,2021
"Census Tract 37.22, Bernalillo County, New Mexico",0,18,14,0,0,0,20,0,0,63,0,2,0,9,142,0,0,136,34,68,137,86,0,0,0,0,0,0,0,0,0,0,0,0,32,0,42,9,0,0,0,0,0,0,0,0,0,30,35,001,003722,2021
"Census Tract 37.23, Bernalillo County, New Mexico",0,401,15,0,0,0,0,0,0,0,246,0,0,0,0,0,0,275,172,164,451,219,0,0,0,15,0,0,0,0,0,0,0,11,4,0,0,48,0,0,0,0,0,0,0,0,11,0,35,001,003723,2021
"Census Tract 37.24, Bernalillo County, New Mexico",5,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,128,24,217,183,0,0,0,0,25,0,0,3,0,0,8,0,0,15,0,12,12,0,0,0,0,0,0,0,49,0,35,001,003724,2021
"Census Tract 37.25, Bernalillo County, New Mexico",97,333,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,411,70,6,514,145,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,001,003725,2021
"Census Tract 37.26, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,172,71,27,181,87,17,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,35,001,003726,2021
"Census Tract 37.28, Bernalillo County, New Mexico",121,153,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,94,141,64,80,160,11,0,0,0,0,0,1,0,0,6,0,5,0,0,0,20,0,0,0,0,0,0,0,0,6,0,35,001,003728,2021
"Census Tract 37.29, Bernalillo County, New Mexico",5,32,5,0,0,0,0,0,0,8,0,5,0,0,8,0,0,142,48,0,138,36,5,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,6,35,001,003729,2021
"Census Tract 37.30, Bernalillo County, New Mexico",0,38,18,0,0,0,0,0,0,0,0,0,0,15,21,0,0,225,88,44,223,139,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,8,0,0,0,0,0,0,0,5,0,35,001,003730,2021
"Census Tract 37.31, Bernalillo County, New Mexico",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,72,9,291,85,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,20,0,0,0,0,0,0,0,0,13,0,35,001,003731,2021
"Census Tract 37.33, Bernalillo County, New Mexico",144,747,4,0,0,0,0,3,0,97,103,10,0,0,0,0,0,45,18,9,10,38,3,0,2,0,0,4,19,0,0,42,0,3,0,0,0,0,0,2,0,0,0,0,0,0,34,37,35,001,003733,2021
"Census Tract 37.36, Bernalillo County, New Mexico",28,271,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,32,44,21,152,19,0,0,0,0,0,0,30,0,0,20,0,0,16,6,0,14,8,1,0,0,0,0,0,0,8,0,35,001,003736,2021
