NAME,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001H_014E,B01001H_015E,B01001H_016E,B01001H_029E,B01001H_030E,B01001H_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,state,county,tract,YEAR
"Census Tract 2, Los Alamos County, New Mexico",0,0,0,0,9,0,0,0,0,0,60,94,13,264,33,43,31,11,8,0,29,0,35,028,000200,2017
"Census Tract 1, Los Alamos County, New Mexico",0,0,0,0,0,0,0,12,0,0,199,112,46,154,78,38,6,8,0,0,9,0,35,028,000100,2017
"Census Tract 4, Los Alamos County, New Mexico",0,19,0,0,0,0,0,11,0,0,152,93,22,83,59,148,35,0,10,30,0,20,35,028,000400,2017
"Census Tract 5, Los Alamos County, New Mexico",0,0,15,0,0,0,0,0,0,0,351,116,38,251,135,52,47,25,0,40,44,0,35,028,000500,2017
"Census Tract 3, Rio Arriba County, New Mexico",44,0,74,51,0,0,0,0,0,0,52,18,0,54,21,0,172,149,67,161,190,51,35,039,000300,2017
"Census Tract 4, Rio Arriba County, New Mexico",21,118,62,6,41,0,0,50,0,4,26,0,6,59,43,0,175,109,21,252,79,10,35,039,000400,2017
"Census Tract 9408, Rio Arriba County, New Mexico",3,37,11,19,5,0,0,7,0,8,107,43,9,99,41,43,138,80,19,169,51,77,35,039,940800,2017
"Census Tract 2, Rio Arriba County, New Mexico",0,7,27,26,0,7,0,0,0,0,9,29,29,132,10,0,112,100,0,41,98,98,35,039,000200,2017
"Census Tract 9407, Rio Arriba County, New Mexico",0,37,36,13,2,14,13,0,0,0,53,9,20,61,28,47,104,61,33,106,98,40,35,039,940700,2017
"Census Tract 1, Rio Arriba County, New Mexico",35,0,52,0,0,0,0,0,0,0,31,0,0,0,10,0,199,0,35,43,61,0,35,039,000100,2017
"Census Tract 5, Rio Arriba County, New Mexico",29,71,40,0,0,0,0,0,0,0,225,57,14,127,32,4,158,69,38,211,124,0,35,039,000500,2017
"Census Tract 9572, San Miguel County, New Mexico",0,41,29,21,9,0,0,10,0,0,32,0,9,42,14,8,114,55,0,136,86,34,35,047,957200,2017
"Census Tract 9574, San Miguel County, New Mexico",0,72,14,0,8,20,0,8,0,0,49,20,5,38,0,8,112,104,0,123,101,17,35,047,957400,2017
"Census Tract 9573, San Miguel County, New Mexico",0,37,0,0,0,0,0,0,0,0,11,18,0,58,47,31,123,56,0,131,9,13,35,047,957300,2017
"Census Tract 9577, San Miguel County, New Mexico",0,64,28,0,0,0,0,0,0,0,77,0,11,8,0,0,105,56,0,92,37,0,35,047,957700,2017
"Census Tract 9575, San Miguel County, New Mexico",0,170,79,0,11,16,0,20,0,0,79,59,0,143,78,0,244,90,11,228,114,0,35,047,957500,2017
"Census Tract 9576, San Miguel County, New Mexico",0,105,101,34,0,0,0,0,13,0,153,121,0,252,35,0,205,131,0,222,215,51,35,047,957600,2017
"Census Tract 9578, San Miguel County, New Mexico",75,86,36,76,0,3,0,0,0,0,111,33,0,47,75,15,140,75,75,165,97,99,35,047,957800,2017
"Census Tract 9703.02, Valencia County, New Mexico",0,7,0,0,0,0,0,0,12,0,84,18,0,67,40,15,68,44,0,35,0,0,35,061,970302,2017
"Census Tract 9704.01, Valencia County, New Mexico",0,27,0,0,0,9,0,7,0,12,93,0,11,79,30,0,153,64,19,130,66,12,35,061,970401,2017
"Census Tract 9702, Valencia County, New Mexico",0,0,0,0,9,14,0,0,0,0,147,97,46,161,130,0,80,7,11,13,29,0,35,061,970200,2017
"Census Tract 9711, Valencia County, New Mexico",0,0,0,0,7,0,0,0,0,7,34,0,10,49,6,11,40,0,0,33,4,21,35,061,971100,2017
"Census Tract 9709.01, Valencia County, New Mexico",0,0,16,0,0,0,0,10,0,0,65,14,19,85,40,15,150,36,5,177,57,34,35,061,970901,2017
"Census Tract 9709.02, Valencia County, New Mexico",0,13,0,0,0,0,0,0,0,0,74,13,0,100,15,19,48,43,0,42,73,0,35,061,970902,2017
"Census Tract 9701.02, Valencia County, New Mexico",0,51,0,0,0,0,0,0,0,0,200,63,46,200,138,0,270,87,0,164,79,0,35,061,970102,2017
"Census Tract 9707, Valencia County, New Mexico",0,0,0,0,0,0,0,0,23,0,206,32,55,167,97,0,200,0,0,112,0,35,35,061,970700,2017
"Census Tract 9703.01, Valencia County, New Mexico",0,107,23,30,0,0,0,0,0,0,83,38,36,72,51,28,37,39,0,190,23,30,35,061,970301,2017
"Census Tract 9701.01, Valencia County, New Mexico",0,7,0,0,0,0,0,0,0,0,41,22,0,27,23,26,48,7,0,83,20,0,35,061,970101,2017
"Census Tract 9703.03, Valencia County, New Mexico",0,13,23,0,27,0,0,0,0,0,123,98,0,229,137,19,161,81,14,130,179,49,35,061,970303,2017
"Census Tract 9710, Valencia County, New Mexico",0,0,22,0,0,0,0,0,0,0,166,102,90,216,115,41,39,62,15,77,92,0,35,061,971000,2017
"Census Tract 9403, Valencia County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,35,061,940300,2017
"Census Tract 9708, Valencia County, New Mexico",0,14,8,19,0,0,0,0,0,0,187,12,34,74,60,0,55,166,40,191,29,131,35,061,970800,2017
"Census Tract 9632.01, Torrance County, New Mexico",0,0,0,0,38,0,0,17,0,0,111,59,20,155,59,0,55,0,0,92,0,0,35,057,963201,2017
"Census Tract 9632.02, Torrance County, New Mexico",0,8,0,0,0,0,0,30,0,0,135,58,18,73,53,19,64,25,0,42,44,0,35,057,963202,2017
"Census Tract 6.03, Bernalillo County, New Mexico",0,28,0,0,0,0,0,0,10,0,35,24,0,21,42,0,80,8,0,127,24,0,35,001,000603,2017
"Census Tract 7.08, Bernalillo County, New Mexico",0,10,37,0,0,0,0,0,14,15,146,100,41,130,165,81,27,34,0,82,64,15,35,001,000708,2017
"Census Tract 9.03, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,19,127,0,0,109,0,0,21,5,0,92,18,19,35,001,000903,2017
"Census Tract 12, Bernalillo County, New Mexico",0,10,0,0,78,0,0,0,0,0,28,13,0,70,13,0,94,20,14,52,32,47,35,001,001200,2017
"Census Tract 19, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,4,0,56,20,11,54,24,4,8,9,0,0,16,0,35,001,001900,2017
"Census Tract 24.02, Bernalillo County, New Mexico",0,38,0,14,0,0,0,0,0,0,0,15,0,14,28,1,156,66,35,176,237,14,35,001,002402,2017
"Census Tract 37.24, Bernalillo County, New Mexico",0,8,0,0,11,0,0,10,10,0,200,82,8,168,101,51,108,14,7,36,41,14,35,001,003724,2017
"Census Tract 37.25, Bernalillo County, New Mexico",0,25,78,6,17,0,14,16,0,0,150,63,13,155,92,61,104,28,20,100,135,37,35,001,003725,2017
"Census Tract 37.29, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,122,69,0,126,49,0,6,0,0,0,0,0,35,001,003729,2017
"Census Tract 45.02, Bernalillo County, New Mexico",0,28,19,0,0,0,0,0,0,0,45,14,0,32,8,20,152,41,21,272,89,10,35,001,004502,2017
"Census Tract 46.02, Bernalillo County, New Mexico",0,10,0,0,0,0,0,0,0,0,55,71,8,57,56,7,189,38,9,61,91,48,35,001,004602,2017
"Census Tract 46.03, Bernalillo County, New Mexico",0,49,24,0,0,0,0,0,0,0,103,28,0,106,10,21,81,89,7,198,59,42,35,001,004603,2017
"Census Tract 47.16, Bernalillo County, New Mexico",0,0,27,0,0,0,0,0,7,0,37,15,34,39,46,9,30,25,0,11,36,15,35,001,004716,2017
"Census Tract 47.22, Bernalillo County, New Mexico",0,16,0,0,0,0,0,0,0,0,142,61,0,171,100,0,43,16,0,86,48,0,35,001,004722,2017
"Census Tract 47.24, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,91,10,0,65,9,16,88,0,0,45,0,0,35,001,004724,2017
"Census Tract 47.27, Bernalillo County, New Mexico",5,5,0,0,0,0,0,0,0,0,73,28,0,41,37,13,40,8,10,47,8,4,35,001,004727,2017
"Census Tract 9.04, Bernalillo County, New Mexico",0,38,0,0,22,0,0,7,0,0,130,83,16,86,7,37,120,0,0,113,11,7,35,001,000904,2017
"Census Tract 11.01, Bernalillo County, New Mexico",0,58,0,0,13,0,0,8,0,0,140,103,34,131,78,31,13,19,24,146,8,23,35,001,001101,2017
"Census Tract 13, Bernalillo County, New Mexico",0,38,12,0,0,0,0,0,0,7,10,5,0,6,6,0,97,44,8,91,81,32,35,001,001300,2017
"Census Tract 20, Bernalillo County, New Mexico",0,0,8,0,0,0,0,19,0,0,39,22,0,25,0,18,46,7,0,56,22,0,35,001,002000,2017
"Census Tract 37.07, Bernalillo County, New Mexico",0,0,0,0,0,0,0,13,0,0,212,148,15,202,179,108,49,0,1,54,14,0,35,001,003707,2017
"Census Tract 37.21, Bernalillo County, New Mexico",0,0,0,0,0,15,0,0,0,0,508,293,50,566,131,112,33,31,0,67,29,22,35,001,003721,2017
"Census Tract 37.30, Bernalillo County, New Mexico",0,0,32,0,0,0,0,0,0,0,160,96,18,170,106,43,58,10,0,48,58,0,35,001,003730,2017
"Census Tract 37.32, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,251,117,0,231,39,8,20,0,0,68,0,0,35,001,003732,2017
"Census Tract 40.01, Bernalillo County, New Mexico",0,32,5,0,0,8,0,0,0,0,28,0,0,57,0,0,123,55,48,110,60,29,35,001,004001,2017
"Census Tract 47.23, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,258,141,0,146,60,23,57,45,14,71,94,28,35,001,004723,2017
"Census Tract 1.08, Bernalillo County, New Mexico",0,0,0,0,11,0,0,0,0,0,69,57,4,114,123,33,20,23,14,0,22,13,35,001,000108,2017
"Census Tract 1.10, Bernalillo County, New Mexico",0,0,4,0,0,0,0,0,0,0,152,60,43,93,99,44,17,0,5,23,11,10,35,001,000110,2017
"Census Tract 1.25, Bernalillo County, New Mexico",0,9,0,0,0,8,0,0,8,0,157,126,18,210,203,40,70,16,0,44,31,0,35,001,000125,2017
"Census Tract 22, Bernalillo County, New Mexico",0,60,0,17,9,0,0,0,0,0,80,55,9,144,67,7,115,44,0,107,21,17,35,001,002200,2017
"Census Tract 1.27, Bernalillo County, New Mexico",13,7,11,0,0,0,0,0,0,0,82,41,9,95,71,32,10,0,13,23,32,0,35,001,000127,2017
"Census Tract 6.01, Bernalillo County, New Mexico",0,46,0,0,0,0,0,0,0,0,159,123,44,152,122,30,19,34,0,99,0,36,35,001,000601,2017
"Census Tract 17, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,164,44,0,114,49,15,77,0,0,12,15,0,35,001,001700,2017
"Census Tract 29, Bernalillo County, New Mexico",32,16,15,0,0,0,0,0,0,0,74,31,0,118,13,17,102,90,32,91,33,0,35,001,002900,2017
"Census Tract 30.01, Bernalillo County, New Mexico",7,49,0,8,34,17,0,25,0,0,160,43,31,174,68,39,134,80,29,186,34,18,35,001,003001,2017
"Census Tract 1.28, Bernalillo County, New Mexico",0,73,0,0,0,0,0,0,0,0,31,46,11,62,22,18,32,0,0,113,12,31,35,001,000128,2017
"Census Tract 1.21, Bernalillo County, New Mexico",4,3,3,0,0,22,0,0,0,0,283,188,108,421,125,136,23,46,26,93,103,8,35,001,000121,2017
"Census Tract 1.23, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,138,78,26,120,167,100,82,56,39,69,26,19,35,001,000123,2017
"Census Tract 1.26, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,153,50,22,163,73,63,26,0,7,70,6,0,35,001,000126,2017
"Census Tract 2.04, Bernalillo County, New Mexico",0,0,0,19,0,0,0,7,0,0,22,35,61,54,32,19,42,14,12,17,40,19,35,001,000204,2017
"Census Tract 2.07, Bernalillo County, New Mexico",0,25,0,0,0,0,16,0,12,0,68,47,21,89,38,57,12,6,20,80,34,61,35,001,000207,2017
"Census Tract 7.07, Bernalillo County, New Mexico",0,11,8,0,0,50,0,17,0,0,33,33,18,104,48,11,61,85,12,131,22,29,35,001,000707,2017
"Census Tract 16, Bernalillo County, New Mexico",0,0,0,0,7,0,0,0,0,0,23,6,0,19,35,0,36,0,0,34,0,0,35,001,001600,2017
"Census Tract 37.18, Bernalillo County, New Mexico",29,0,0,0,11,0,0,0,0,0,41,53,33,102,92,32,25,0,29,13,0,0,35,001,003718,2017
"Census Tract 7.11, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,9,1,245,72,28,188,85,49,31,0,10,41,9,11,35,001,000711,2017
"Census Tract 9.01, Bernalillo County, New Mexico",0,25,76,0,0,0,0,0,0,0,61,29,0,25,13,13,28,17,0,69,104,0,35,001,000901,2017
"Census Tract 24.01, Bernalillo County, New Mexico",0,15,68,15,0,8,0,31,0,0,48,9,28,19,17,9,138,108,8,138,199,58,35,001,002401,2017
"Census Tract 25, Bernalillo County, New Mexico",0,20,0,7,10,10,0,0,0,0,17,0,0,52,46,0,32,62,0,72,31,17,35,001,002500,2017
"Census Tract 30.02, Bernalillo County, New Mexico",0,0,18,6,0,0,0,0,0,0,151,85,26,211,83,9,80,120,16,81,111,31,35,001,003002,2017
"Census Tract 35.01, Bernalillo County, New Mexico",0,14,11,37,0,0,0,0,0,13,143,14,10,189,47,0,73,47,64,243,118,23,35,001,003501,2017
"Census Tract 37.17, Bernalillo County, New Mexico",0,48,0,56,0,0,0,0,15,0,165,102,35,255,163,58,73,0,19,108,48,56,35,001,003717,2017
"Census Tract 37.22, Bernalillo County, New Mexico",0,15,21,0,17,0,0,0,0,0,118,40,37,122,49,35,48,39,18,33,21,18,35,001,003722,2017
"Census Tract 38.04, Bernalillo County, New Mexico",0,0,0,0,0,0,0,24,0,0,332,128,41,277,69,45,32,2,10,34,0,0,35,001,003804,2017
"Census Tract 47.25, Bernalillo County, New Mexico",40,20,0,0,0,0,0,0,0,0,44,22,11,87,91,190,27,43,40,53,48,0,35,001,004725,2017
"Census Tract 37.28, Bernalillo County, New Mexico",2,11,8,0,12,0,0,14,0,0,124,100,3,211,179,131,30,43,2,17,39,0,35,001,003728,2017
"Census Tract 37.33, Bernalillo County, New Mexico",0,9,16,0,0,0,0,4,0,0,21,14,8,8,57,34,0,0,0,28,16,0,35,001,003733,2017
"Census Tract 18.04, Doña Ana County, New Mexico",0,53,10,15,16,0,0,15,0,0,77,114,0,95,29,0,214,0,0,188,10,50,35,013,001804,2017
"Census Tract 19, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,0,0,0,0,0,0,0,35,013,001900,2017
"Census Tract 1.02, Doña Ana County, New Mexico",0,27,0,0,0,17,0,0,0,0,112,59,16,120,88,23,58,55,0,80,80,8,35,013,000102,2017
"Census Tract 3, Doña Ana County, New Mexico",0,9,0,0,0,0,0,8,0,0,103,39,17,91,47,0,77,18,9,110,34,0,35,013,000300,2017
"Census Tract 4.01, Doña Ana County, New Mexico",0,10,10,0,0,0,0,0,0,0,20,31,0,21,12,22,124,58,8,120,67,62,35,013,000401,2017
"Census Tract 4.02, Doña Ana County, New Mexico",0,15,0,0,0,0,0,0,0,0,66,81,67,128,75,0,84,68,33,141,150,10,35,013,000402,2017
"Census Tract 5, Doña Ana County, New Mexico",0,14,0,0,0,0,0,0,0,0,68,23,6,32,32,28,56,24,14,56,45,19,35,013,000500,2017
"Census Tract 6, Doña Ana County, New Mexico",0,7,28,0,0,0,0,0,0,0,13,19,0,11,16,12,85,93,5,123,89,12,35,013,000600,2017
"Census Tract 7, Doña Ana County, New Mexico",0,23,0,0,0,0,0,45,0,0,38,11,0,38,86,78,159,35,37,174,50,14,35,013,000700,2017
"Census Tract 8, Doña Ana County, New Mexico",0,0,0,0,7,0,0,0,0,0,9,29,0,23,38,0,7,27,15,54,47,18,35,013,000800,2017
"Census Tract 9, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,81,19,21,156,35,62,140,0,1,64,63,2,35,013,000900,2017
"Census Tract 10, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001000,2017
"Census Tract 11.02, Doña Ana County, New Mexico",0,7,20,0,0,0,0,8,0,0,88,24,23,56,27,10,106,100,21,99,98,8,35,013,001102,2017
"Census Tract 12.01, Doña Ana County, New Mexico",0,0,0,0,0,39,0,0,0,0,558,493,160,763,285,222,178,196,5,172,160,5,35,013,001201,2017
"Census Tract 13.03, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,216,122,14,221,185,56,125,108,0,165,93,29,35,013,001303,2017
"Census Tract 14, Doña Ana County, New Mexico",0,11,0,0,0,0,0,0,0,0,89,71,0,100,46,10,129,40,12,152,75,11,35,013,001400,2017
"Census Tract 15, Doña Ana County, New Mexico",0,15,0,0,0,0,0,0,24,0,481,154,67,373,180,0,18,100,5,95,100,18,35,013,001500,2017
"Census Tract 16, Doña Ana County, New Mexico",0,18,0,0,0,0,0,0,0,0,26,46,0,25,12,0,60,71,38,133,170,78,35,013,001600,2017
"Census Tract 17.01, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,14,0,154,12,53,137,118,0,88,54,0,38,114,36,35,013,001701,2017
"Census Tract 17.02, Doña Ana County, New Mexico",0,0,5,0,0,0,0,0,0,0,32,7,8,19,8,10,76,42,0,113,28,9,35,013,001702,2017
"Census Tract 17.03, Doña Ana County, New Mexico",10,18,10,10,0,0,0,0,0,0,80,35,8,39,45,0,115,53,20,91,47,21,35,013,001703,2017
"Census Tract 17.05, Doña Ana County, New Mexico",0,0,9,0,0,0,0,0,0,0,35,0,0,34,0,0,87,40,50,75,55,25,35,013,001705,2017
"Census Tract 18.01, Doña Ana County, New Mexico",0,15,48,0,0,0,0,0,0,0,46,15,0,25,45,15,90,124,71,175,83,0,35,013,001801,2017
"Census Tract 5.01, Bernalillo County, New Mexico",0,0,48,0,0,0,0,0,0,0,16,18,44,74,83,103,36,16,0,37,55,9,35,001,000501,2017
"Census Tract 5.02, Bernalillo County, New Mexico",0,0,0,0,33,0,0,0,0,3,68,22,120,103,120,106,115,0,3,39,3,14,35,001,000502,2017
"Census Tract 37.35, Bernalillo County, New Mexico",0,14,0,0,0,0,0,0,0,0,204,55,44,162,108,45,91,22,0,69,11,20,35,001,003735,2017
"Census Tract 37.36, Bernalillo County, New Mexico",0,17,0,0,7,0,0,0,0,0,27,22,34,38,5,50,40,0,0,49,0,0,35,001,003736,2017
"Census Tract 37.37, Bernalillo County, New Mexico",0,0,0,0,11,0,0,8,0,0,152,83,7,145,34,57,28,0,0,35,0,13,35,001,003737,2017
"Census Tract 37.38, Bernalillo County, New Mexico",8,45,0,0,0,11,0,0,0,9,189,156,30,159,123,79,82,27,8,74,0,9,35,001,003738,2017
"Census Tract 38.07, Bernalillo County, New Mexico",0,0,0,0,0,0,0,7,0,0,213,64,10,214,71,23,37,21,14,60,24,8,35,001,003807,2017
"Census Tract 45.01, Bernalillo County, New Mexico",0,30,21,0,0,0,0,18,0,0,13,0,0,43,30,0,64,32,0,170,61,96,35,001,004501,2017
"Census Tract 47.13, Bernalillo County, New Mexico",0,53,0,0,0,0,0,0,15,8,45,43,0,16,26,9,140,47,0,97,48,33,35,001,004713,2017
"Census Tract 1.09, Bernalillo County, New Mexico",0,6,0,0,5,0,0,0,0,0,108,83,6,124,66,31,45,10,6,21,10,10,35,001,000109,2017
"Census Tract 1.11, Bernalillo County, New Mexico",0,0,0,0,0,0,0,23,0,0,93,93,11,95,64,10,12,22,0,8,53,0,35,001,000111,2017
"Census Tract 1.14, Bernalillo County, New Mexico",0,0,10,0,7,1,0,1,0,0,88,31,15,62,63,20,23,13,22,41,40,0,35,001,000114,2017
"Census Tract 38.03, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,201,71,19,228,91,76,18,14,0,18,7,0,35,001,003803,2017
"Census Tract 31, Bernalillo County, New Mexico",0,0,10,0,0,0,0,0,0,0,153,34,7,171,75,32,61,47,0,79,83,0,35,001,003100,2017
"Census Tract 35.02, Bernalillo County, New Mexico",0,21,0,0,0,0,0,0,0,0,472,55,37,456,11,19,151,0,0,91,131,0,35,001,003502,2017
"Census Tract 36, Bernalillo County, New Mexico",0,16,79,0,0,0,0,0,0,0,252,58,21,315,163,29,319,51,0,131,148,29,35,001,003600,2017
"Census Tract 38.05, Bernalillo County, New Mexico",0,0,13,0,0,0,0,0,0,0,148,60,7,148,56,19,38,29,19,42,24,0,35,001,003805,2017
"Census Tract 44.02, Bernalillo County, New Mexico",0,0,0,0,0,7,0,0,7,0,58,28,8,62,31,0,129,79,13,59,68,17,35,001,004402,2017
"Census Tract 46.04, Bernalillo County, New Mexico",0,102,46,0,0,0,0,16,0,0,37,45,27,91,46,94,105,20,50,169,87,14,35,001,004604,2017
"Census Tract 47.20, Bernalillo County, New Mexico",0,0,15,0,0,0,0,13,0,0,157,80,23,145,110,69,82,0,0,21,30,27,35,001,004720,2017
"Census Tract 1.07, Bernalillo County, New Mexico",0,11,0,0,0,0,0,0,0,0,165,124,11,174,96,35,42,22,0,28,20,0,35,001,000107,2017
"Census Tract 1.12, Bernalillo County, New Mexico",0,0,16,0,0,0,0,6,0,0,123,69,0,114,92,24,0,0,3,5,28,0,35,001,000112,2017
"Census Tract 2.03, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,57,27,19,81,30,26,11,0,0,16,0,0,35,001,000203,2017
"Census Tract 4.02, Bernalillo County, New Mexico",0,11,0,0,0,0,0,0,0,0,117,29,48,117,136,61,23,20,0,70,0,9,35,001,000402,2017
"Census Tract 7.04, Bernalillo County, New Mexico",0,14,0,0,0,15,0,17,9,0,91,38,0,101,43,21,41,68,5,36,32,29,35,001,000704,2017
"Census Tract 7.12, Bernalillo County, New Mexico",0,0,7,0,0,0,0,0,6,0,79,12,0,85,31,50,57,29,0,121,47,7,35,001,000712,2017
"Census Tract 7.13, Bernalillo County, New Mexico",0,0,0,9,0,0,0,26,0,0,103,69,0,112,49,17,83,38,0,27,16,9,35,001,000713,2017
"Census Tract 1.15, Bernalillo County, New Mexico",0,0,0,0,0,0,0,12,0,0,118,68,15,116,92,47,20,34,0,34,7,0,35,001,000115,2017
"Census Tract 1.22, Bernalillo County, New Mexico",0,0,9,0,0,0,0,38,0,0,118,189,27,203,162,113,26,30,0,39,40,0,35,001,000122,2017
"Census Tract 1.24, Bernalillo County, New Mexico",6,10,14,0,0,0,16,0,0,6,64,20,12,79,81,63,18,19,21,49,27,21,35,001,000124,2017
"Census Tract 7.14, Bernalillo County, New Mexico",0,0,0,0,0,0,6,0,6,0,101,23,11,80,88,22,28,34,15,27,35,9,35,001,000714,2017
"Census Tract 11.02, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,142,13,0,78,13,45,0,12,0,32,24,8,35,001,001102,2017
"Census Tract 14, Bernalillo County, New Mexico",0,8,8,0,0,0,0,0,0,0,28,9,0,9,0,0,39,31,9,61,87,55,35,001,001400,2017
"Census Tract 1.29, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,12,0,135,16,16,229,122,60,37,11,0,29,59,15,35,001,000129,2017
"Census Tract 4.01, Bernalillo County, New Mexico",8,0,0,0,17,0,0,0,0,0,216,54,15,245,67,17,0,35,8,67,32,0,35,001,000401,2017
"Census Tract 2.08, Bernalillo County, New Mexico",0,22,22,0,0,0,0,7,0,0,16,24,8,76,7,12,50,14,13,81,38,0,35,001,000208,2017
"Census Tract 1.19, Bernalillo County, New Mexico",0,0,6,0,0,0,0,0,0,6,70,22,57,68,49,37,18,17,0,4,33,18,35,001,000119,2017
"Census Tract 1.20, Bernalillo County, New Mexico",0,5,10,0,0,0,0,0,0,0,70,21,5,118,41,12,26,17,8,30,18,7,35,001,000120,2017
"Census Tract 2.05, Bernalillo County, New Mexico",0,6,6,6,0,0,0,0,0,0,43,49,21,50,44,23,20,41,0,28,44,6,35,001,000205,2017
"Census Tract 6.04, Bernalillo County, New Mexico",0,33,25,32,7,8,0,15,8,0,66,58,30,62,59,79,61,24,0,88,33,42,35,001,000604,2017
"Census Tract 21, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,5,0,42,20,0,16,10,13,15,0,14,0,5,0,35,001,002100,2017
"Census Tract 23, Bernalillo County, New Mexico",0,74,0,0,0,11,0,0,0,0,101,17,0,119,67,0,192,89,10,168,123,78,35,001,002300,2017
"Census Tract 26, Bernalillo County, New Mexico",0,9,0,0,0,0,0,12,0,0,52,13,5,15,17,0,22,3,13,34,8,0,35,001,002600,2017
"Census Tract 37.14, Bernalillo County, New Mexico",0,0,0,0,9,0,0,0,0,0,82,65,36,238,86,88,103,21,0,61,55,13,35,001,003714,2017
"Census Tract 37.19, Bernalillo County, New Mexico",0,72,0,0,0,0,0,0,17,0,201,130,128,307,232,205,64,0,0,89,17,7,35,001,003719,2017
"Census Tract 44.01, Bernalillo County, New Mexico",0,57,12,0,0,0,0,0,0,0,43,6,0,38,0,0,64,49,45,171,90,36,35,001,004401,2017
"Census Tract 47.12, Bernalillo County, New Mexico",0,129,0,0,0,0,0,0,0,0,34,0,0,66,0,0,80,0,0,146,26,0,35,001,004712,2017
"Census Tract 4.01, San Juan County, New Mexico",0,24,0,0,0,0,0,0,0,0,229,100,44,161,124,84,21,0,0,46,0,19,35,045,000401,2017
