NAME,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001H_014E,B01001H_015E,B01001H_016E,B01001H_029E,B01001H_030E,B01001H_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,state,county,tract,YEAR
"Census Tract 9453, McKinley County, New Mexico",10,33,9,0,16,0,0,0,0,0,5,0,0,20,8,0,79,10,20,81,9,36,35,031,945300,2018
"Census Tract 9454, McKinley County, New Mexico",0,21,17,0,0,0,0,0,0,0,26,9,0,24,9,16,14,12,0,53,42,19,35,031,945400,2018
"Census Tract 9455, McKinley County, New Mexico",0,15,0,0,0,0,0,27,0,0,179,111,65,243,166,16,206,4,0,89,13,0,35,031,945500,2018
"Census Tract 9460, McKinley County, New Mexico",0,26,0,0,0,0,0,9,0,0,89,7,4,52,0,0,0,29,0,26,14,0,35,031,946000,2018
"Census Tract 9437, McKinley County, New Mexico",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,031,943700,2018
"Census Tract 9457, McKinley County, New Mexico",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,35,031,945700,2018
"Census Tract 9403, McKinley County, New Mexico",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,35,031,940300,2018
"Census Tract 9436, McKinley County, New Mexico",0,0,0,0,2,0,0,2,0,0,3,0,0,0,3,0,0,0,0,2,0,9,35,031,943600,2018
"Census Tract 9452, McKinley County, New Mexico",0,0,0,32,0,0,0,0,0,0,17,33,0,11,33,16,0,20,0,30,19,32,35,031,945200,2018
"Census Tract 9456, McKinley County, New Mexico",49,17,0,0,0,0,0,0,0,0,44,22,22,14,19,0,13,8,49,25,35,0,35,031,945600,2018
"Census Tract 9435, McKinley County, New Mexico",0,0,0,0,0,2,0,0,0,0,6,0,1,4,0,1,0,0,0,0,0,0,35,031,943500,2018
"Census Tract 9572, San Miguel County, New Mexico",37,100,21,46,16,0,0,10,0,0,37,0,19,69,17,19,118,48,54,190,76,61,35,047,957200,2018
"Census Tract 9574, San Miguel County, New Mexico",0,88,17,0,0,24,0,0,0,0,38,0,9,41,0,15,120,81,0,139,98,17,35,047,957400,2018
"Census Tract 9573, San Miguel County, New Mexico",0,30,0,0,0,0,0,0,0,0,10,20,0,49,47,15,169,30,0,117,14,15,35,047,957300,2018
"Census Tract 11, Eddy County, New Mexico",0,0,14,0,0,0,0,0,0,0,194,144,20,249,138,56,123,34,0,0,37,13,35,015,001100,2018
"Census Tract 7, Eddy County, New Mexico",0,0,0,0,0,0,0,0,0,0,203,85,13,254,53,81,45,0,0,66,0,49,35,015,000700,2018
"Census Tract 3, Eddy County, New Mexico",0,0,0,4,0,0,0,0,0,5,143,84,118,120,157,98,6,24,19,48,23,19,35,015,000300,2018
"Census Tract 10, Eddy County, New Mexico",0,57,0,0,0,0,0,0,0,0,43,60,14,43,105,22,129,126,0,266,78,11,35,015,001000,2018
"Census Tract 6, Eddy County, New Mexico",0,0,0,24,5,0,0,0,0,0,88,22,13,87,44,78,101,0,0,56,58,131,35,015,000600,2018
"Census Tract 1, Eddy County, New Mexico",0,12,0,0,3,0,0,0,0,0,82,18,5,40,5,11,10,3,4,22,2,3,35,015,000100,2018
"Census Tract 5, Eddy County, New Mexico",0,8,0,0,0,0,0,7,0,0,19,26,9,39,28,9,113,40,0,101,20,18,35,015,000500,2018
"Census Tract 8, Eddy County, New Mexico",0,0,3,0,0,0,0,0,0,0,32,11,4,43,3,0,65,41,8,62,34,6,35,015,000800,2018
"Census Tract 9742.02, Cibola County, New Mexico",0,0,0,0,0,0,0,5,0,0,18,11,0,31,17,7,87,81,12,126,70,0,35,006,974202,2018
"Census Tract 9601, De Baca County, New Mexico",0,11,9,10,7,0,0,0,0,0,112,47,4,61,38,10,21,14,28,67,13,16,35,011,960100,2018
"Census Tract 9616, Guadalupe County, New Mexico",0,16,0,0,0,0,0,0,0,0,21,37,0,102,54,9,199,187,45,149,126,43,35,019,961600,2018
"Census Tract 5, Luna County, New Mexico",0,0,11,0,0,0,0,0,0,0,175,123,12,117,85,20,114,43,64,123,43,0,35,029,000500,2018
"Census Tract 1, Luna County, New Mexico",0,13,11,0,0,0,0,0,0,0,234,51,73,245,112,71,75,109,18,152,24,0,35,029,000100,2018
"Census Tract 14, Doña Ana County, New Mexico",0,12,0,0,0,0,0,0,0,0,136,111,0,144,41,21,97,35,0,167,55,50,35,013,001400,2018
"Census Tract 15, Doña Ana County, New Mexico",0,14,0,0,0,0,0,0,19,0,409,229,67,394,210,41,95,70,47,113,99,0,35,013,001500,2018
"Census Tract 16, Doña Ana County, New Mexico",0,19,0,0,0,0,0,0,0,0,38,13,0,28,13,0,82,82,24,125,183,67,35,013,001600,2018
"Census Tract 17.01, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,16,0,216,14,57,210,101,0,113,28,0,40,80,41,35,013,001701,2018
"Census Tract 17.02, Doña Ana County, New Mexico",0,0,5,0,0,0,0,0,0,0,39,4,7,21,7,11,88,20,0,102,32,10,35,013,001702,2018
"Census Tract 17.03, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,95,72,14,47,78,0,59,32,34,53,17,4,35,013,001703,2018
"Census Tract 17.05, Doña Ana County, New Mexico",0,0,6,0,0,0,0,0,0,0,0,5,0,17,0,0,102,38,30,68,40,16,35,013,001705,2018
"Census Tract 18.01, Doña Ana County, New Mexico",0,10,56,0,0,0,0,0,0,0,34,18,0,33,45,0,116,108,47,275,98,0,35,013,001801,2018
"Census Tract 18.02, Doña Ana County, New Mexico",18,25,0,0,0,0,14,0,0,0,32,7,0,15,10,0,114,101,43,243,64,8,35,013,001802,2018
"Census Tract 18.04, Doña Ana County, New Mexico",0,51,14,17,20,0,0,14,0,0,17,164,0,35,89,0,198,0,0,203,14,55,35,013,001804,2018
"Census Tract 19, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,5,0,7,5,7,0,0,0,0,0,0,0,35,013,001900,2018
"Census Tract 1.02, Doña Ana County, New Mexico",0,15,0,0,0,12,0,0,0,0,73,62,25,112,85,45,62,31,0,73,91,16,35,013,000102,2018
"Census Tract 3, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,94,26,16,124,37,19,77,19,0,73,21,0,35,013,000300,2018
"Census Tract 4.01, Doña Ana County, New Mexico",0,11,12,0,0,0,0,0,0,0,58,33,0,29,13,22,145,82,0,138,34,64,35,013,000401,2018
"Census Tract 4.02, Doña Ana County, New Mexico",0,14,0,0,0,0,0,0,0,0,58,54,72,101,66,0,104,44,35,213,101,13,35,013,000402,2018
"Census Tract 5, Doña Ana County, New Mexico",0,7,0,0,0,0,0,0,0,0,36,28,8,31,38,8,39,23,15,60,50,16,35,013,000500,2018
"Census Tract 6, Doña Ana County, New Mexico",0,19,9,0,0,0,0,0,0,0,21,17,0,19,9,0,84,58,0,100,101,11,35,013,000600,2018
"Census Tract 7, Doña Ana County, New Mexico",0,19,0,0,0,0,0,25,0,0,22,11,0,57,51,59,195,60,35,150,41,12,35,013,000700,2018
"Census Tract 8, Doña Ana County, New Mexico",0,0,0,0,9,0,0,0,0,0,10,16,0,24,39,7,6,27,22,56,52,22,35,013,000800,2018
"Census Tract 9, Doña Ana County, New Mexico",0,17,0,0,0,0,0,0,0,0,81,15,28,109,24,48,117,101,1,76,48,2,35,013,000900,2018
"Census Tract 10, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001000,2018
"Census Tract 11.02, Doña Ana County, New Mexico",0,0,22,0,0,0,0,5,0,0,79,15,21,55,21,9,113,86,19,77,107,9,35,013,001102,2018
"Census Tract 47.43, Bernalillo County, New Mexico",0,0,7,0,0,0,0,0,14,0,49,24,0,18,25,19,9,13,0,32,38,0,35,001,004743,2018
"Census Tract 47.44, Bernalillo County, New Mexico",0,17,0,0,0,11,0,0,11,0,138,55,0,66,32,0,113,11,0,79,22,18,35,001,004744,2018
"Census Tract 29, Bernalillo County, New Mexico",26,17,0,0,0,0,0,0,0,0,79,39,0,123,0,5,90,71,26,93,35,0,35,001,002900,2018
"Census Tract 30.01, Bernalillo County, New Mexico",7,64,0,1,36,13,0,20,0,0,174,50,32,186,53,36,141,78,32,222,42,13,35,001,003001,2018
"Census Tract 1.28, Bernalillo County, New Mexico",0,34,0,0,0,0,0,0,0,0,28,59,19,73,19,29,20,0,0,34,13,35,35,001,000128,2018
"Census Tract 1.21, Bernalillo County, New Mexico",4,4,3,0,0,20,0,0,0,0,215,188,98,342,155,122,29,48,28,91,66,8,35,001,000121,2018
"Census Tract 1.23, Bernalillo County, New Mexico",0,11,0,0,0,0,0,0,0,0,168,80,0,165,163,44,81,39,39,60,18,19,35,001,000123,2018
"Census Tract 5.01, Bernalillo County, New Mexico",0,0,55,0,0,0,0,0,0,0,35,9,58,65,67,100,37,17,0,65,70,18,35,001,000501,2018
"Census Tract 37.35, Bernalillo County, New Mexico",0,17,0,0,0,0,0,0,0,0,165,72,40,162,163,59,84,24,16,81,12,14,35,001,003735,2018
"Census Tract 37.36, Bernalillo County, New Mexico",0,13,0,0,8,0,0,0,0,0,23,21,26,34,4,53,40,0,0,31,0,0,35,001,003736,2018
"Census Tract 5.02, Bernalillo County, New Mexico",0,0,0,0,28,0,0,0,0,16,64,51,82,142,105,93,108,0,3,74,7,21,35,001,000502,2018
"Census Tract 47.45, Bernalillo County, New Mexico",5,0,0,5,0,0,0,5,0,0,98,78,23,115,91,37,32,11,10,70,50,5,35,001,004745,2018
"Census Tract 47.46, Bernalillo County, New Mexico",0,17,14,0,0,0,0,0,0,0,84,55,0,93,95,0,96,50,0,143,49,27,35,001,004746,2018
"Census Tract 47.47, Bernalillo County, New Mexico",0,0,0,0,8,0,0,0,0,0,129,69,8,153,71,12,39,37,9,96,53,9,35,001,004747,2018
"Census Tract 47.48, Bernalillo County, New Mexico",0,34,0,0,0,16,0,0,0,0,167,44,0,108,85,66,76,94,0,44,14,0,35,001,004748,2018
"Census Tract 47.49, Bernalillo County, New Mexico",24,17,9,9,0,0,0,12,0,0,103,25,3,103,46,42,70,5,27,35,23,9,35,001,004749,2018
"Census Tract 47.50, Bernalillo County, New Mexico",0,9,0,0,0,0,0,0,0,0,54,32,0,108,44,13,60,92,14,185,74,0,35,001,004750,2018
"Census Tract 47.51, Bernalillo County, New Mexico",0,10,11,0,8,0,0,0,0,0,15,29,0,61,9,0,50,64,14,37,90,0,35,001,004751,2018
"Census Tract 47.52, Bernalillo County, New Mexico",0,0,7,0,0,5,0,0,0,0,56,49,0,126,39,25,30,23,0,43,44,26,35,001,004752,2018
"Census Tract 47.53, Bernalillo County, New Mexico",0,27,10,0,2,0,0,0,0,0,137,52,11,145,41,10,18,0,0,47,20,0,35,001,004753,2018
"Census Tract 9405, Bernalillo County, New Mexico",0,3,4,0,0,0,0,8,9,0,322,231,99,264,180,60,5,10,0,14,13,9,35,001,940500,2018
"Census Tract 9406, Bernalillo County, New Mexico",0,70,0,0,0,0,0,0,0,0,152,18,0,93,35,0,68,5,0,81,67,0,35,001,940600,2018
"Census Tract 9407, Bernalillo County, New Mexico",0,0,0,0,7,0,0,0,0,0,6,0,0,6,0,6,13,7,0,6,0,0,35,001,940700,2018
"Census Tract 9764, Catron County, New Mexico",6,0,0,0,0,0,0,0,0,0,462,174,87,225,40,181,72,19,6,78,8,12,35,003,976400,2018
"Census Tract 2.01, Chaves County, New Mexico",0,0,0,0,13,0,0,0,0,0,45,59,23,74,22,52,47,45,14,32,42,0,35,005,000201,2018
"Census Tract 2.02, Chaves County, New Mexico",0,0,9,0,0,0,0,0,0,0,40,18,0,110,8,0,122,10,0,83,32,13,35,005,000202,2018
"Census Tract 10.01, Chaves County, New Mexico",8,22,0,0,0,0,0,0,0,0,227,107,18,265,153,91,40,16,33,62,30,19,35,005,001001,2018
"Census Tract 10.02, Chaves County, New Mexico",0,0,0,0,0,0,0,0,18,0,218,132,45,248,233,86,34,69,0,42,20,2,35,005,001002,2018
"Census Tract 11.01, Chaves County, New Mexico",0,16,0,0,0,29,11,4,0,0,118,29,22,76,18,16,61,57,23,58,38,14,35,005,001101,2018
"Census Tract 11.02, Chaves County, New Mexico",0,10,14,0,7,0,0,0,0,0,176,136,35,184,64,29,34,51,0,58,14,12,35,005,001102,2018
"Census Tract 9461, Cibola County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,9,14,0,8,10,0,35,006,946100,2018
"Census Tract 9747, Cibola County, New Mexico",0,0,0,0,0,35,0,0,0,0,192,116,42,85,33,97,111,0,0,62,24,54,35,006,974700,2018
"Census Tract 6.02, Curry County, New Mexico",0,9,4,0,0,0,0,0,0,0,187,52,10,134,56,20,14,4,0,9,4,0,35,009,000602,2018
"Census Tract 3.03, Curry County, New Mexico",0,0,10,0,0,0,0,0,0,0,88,97,12,123,95,45,49,8,0,10,10,1,35,009,000303,2018
"Census Tract 3.04, Curry County, New Mexico",0,46,0,0,0,0,0,0,0,0,231,164,38,281,208,139,0,16,0,53,0,0,35,009,000304,2018
"Census Tract 6.01, Curry County, New Mexico",0,0,0,7,0,0,0,0,0,0,62,64,3,54,43,30,4,0,0,0,0,7,35,009,000601,2018
"Census Tract 6.03, Curry County, New Mexico",0,18,0,0,0,0,0,0,0,0,95,137,12,115,70,11,67,44,0,53,2,0,35,009,000603,2018
"Census Tract 1.03, Doña Ana County, New Mexico",0,35,8,0,0,0,0,0,0,0,118,73,0,92,61,30,14,16,0,89,44,0,35,013,000103,2018
"Census Tract 2.01, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,93,53,72,104,101,59,92,50,0,96,42,0,35,013,000201,2018
"Census Tract 1.04, Doña Ana County, New Mexico",0,0,0,0,13,0,0,0,0,0,127,76,25,111,96,76,102,38,15,142,25,21,35,013,000104,2018
"Census Tract 2.02, Doña Ana County, New Mexico",0,14,0,0,0,0,0,17,0,0,147,0,30,138,51,15,115,44,15,193,68,17,35,013,000202,2018
"Census Tract 11.03, Doña Ana County, New Mexico",7,0,0,0,0,0,0,0,9,0,192,48,12,118,100,40,32,32,71,38,81,82,35,013,001103,2018
"Census Tract 11.04, Doña Ana County, New Mexico",0,15,0,0,0,0,0,0,0,0,90,46,0,91,37,0,123,40,0,51,43,9,35,013,001104,2018
"Census Tract 12.03, Doña Ana County, New Mexico",0,0,0,0,0,0,0,19,0,0,126,35,17,131,148,53,18,32,0,14,38,18,35,013,001203,2018
"Census Tract 12.04, Doña Ana County, New Mexico",0,0,0,0,16,0,0,0,0,0,433,106,10,339,104,74,63,20,0,42,28,0,35,013,001204,2018
"Census Tract 12.05, Doña Ana County, New Mexico",0,16,16,0,0,0,0,13,0,0,224,189,87,185,270,213,22,18,0,36,22,24,35,013,001205,2018
"Census Tract 13.04, Doña Ana County, New Mexico",0,31,0,16,0,0,0,0,0,0,89,0,0,127,46,0,156,38,46,236,53,40,35,013,001304,2018
"Census Tract 13.05, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,100,33,0,55,6,11,102,5,0,99,42,12,35,013,001305,2018
"Census Tract 13.06, Doña Ana County, New Mexico",0,18,0,0,0,0,0,0,30,0,365,137,41,493,114,5,37,4,4,105,84,4,35,013,001306,2018
"Census Tract 13.07, Doña Ana County, New Mexico",0,53,0,0,0,0,0,0,0,0,101,139,0,98,101,0,279,32,0,153,82,0,35,013,001307,2018
"Census Tract 17.06, Doña Ana County, New Mexico",0,7,0,0,0,0,0,0,0,0,0,14,0,0,15,0,150,66,60,131,131,81,35,013,001706,2018
"Census Tract 17.07, Doña Ana County, New Mexico",0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,120,84,7,163,155,10,35,013,001707,2018
"Census Tract 18.05, Doña Ana County, New Mexico",0,23,0,0,0,0,0,0,0,0,0,5,0,16,0,0,74,48,34,124,93,29,35,013,001805,2018
"Census Tract 18.06, Doña Ana County, New Mexico",10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,196,16,33,72,80,10,35,013,001806,2018
"Census Tract 12.04, Santa Fe County, New Mexico",0,0,0,0,0,0,0,0,0,0,108,0,0,42,14,0,93,9,20,116,65,15,35,049,001204,2018
"Census Tract 12.05, Santa Fe County, New Mexico",0,0,19,0,0,0,0,0,0,0,87,28,0,37,31,0,119,16,0,80,31,30,35,049,001205,2018
"Census Tract 13.01, Santa Fe County, New Mexico",0,22,0,0,0,0,0,0,0,0,60,3,0,55,4,0,11,0,0,41,4,0,35,049,001301,2018
"Census Tract 13.02, Santa Fe County, New Mexico",0,0,0,0,0,0,0,0,0,0,5,0,11,9,0,0,60,15,11,0,44,0,35,049,001302,2018
"Census Tract 13.03, Santa Fe County, New Mexico",0,0,0,0,0,0,0,0,0,0,126,55,0,257,88,0,47,23,0,57,56,43,35,049,001303,2018
"Census Tract 1.01, Santa Fe County, New Mexico",0,0,0,0,0,0,0,13,0,13,354,177,121,603,255,34,32,127,13,38,102,13,35,049,000101,2018
"Census Tract 8, Santa Fe County, New Mexico",0,28,0,0,55,0,0,0,0,0,69,16,0,112,40,0,84,70,8,127,26,0,35,049,000800,2018
