NAME,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001H_014E,B01001H_015E,B01001H_016E,B01001H_029E,B01001H_030E,B01001H_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,state,county,tract,YEAR
"Census Tract 8, Lea County, New Mexico",0,0,0,0,0,0,0,0,0,0,100,41,18,116,47,21,18,0,0,42,30,0,35,025,000800,2019
"Census Tract 10.03, Lea County, New Mexico",0,5,0,12,20,0,0,6,0,0,76,39,28,123,133,35,32,14,12,35,36,12,35,025,001003,2019
"Census Tract 1, Lea County, New Mexico",0,12,0,0,0,0,0,0,0,0,31,0,0,22,38,13,37,67,0,57,19,0,35,025,000100,2019
"Census Tract 4, Lea County, New Mexico",0,22,0,0,0,0,0,0,0,0,21,12,0,19,13,13,0,0,0,92,0,17,35,025,000400,2019
"Census Tract 2, Lea County, New Mexico",0,4,0,0,0,0,0,0,0,0,29,7,0,22,22,0,140,10,10,60,14,0,35,025,000200,2019
"Census Tract 11, Lea County, New Mexico",0,0,0,0,0,0,0,0,0,0,142,42,14,92,44,57,140,92,0,58,39,0,35,025,001100,2019
"Census Tract 5.02, Lea County, New Mexico",2,0,0,0,22,0,0,0,0,0,103,88,11,121,115,58,22,2,2,70,0,0,35,025,000502,2019
"Census Tract 9637, Torrance County, New Mexico",0,3,0,0,0,0,0,4,0,0,141,51,10,57,68,0,73,17,0,49,14,7,35,057,963700,2019
"Census Tract 9, Eddy County, New Mexico",0,5,0,10,0,0,0,0,0,0,171,120,40,170,108,10,51,15,9,32,0,19,35,015,000900,2019
"Census Tract 4.02, Eddy County, New Mexico",0,0,7,5,0,0,0,0,0,0,131,27,0,97,24,23,53,17,9,59,32,13,35,015,000402,2019
"Census Tract 2, Eddy County, New Mexico",0,0,0,0,0,0,0,0,0,0,271,126,42,197,236,95,55,0,8,22,7,0,35,015,000200,2019
"Census Tract 4.01, Eddy County, New Mexico",0,15,0,0,0,0,0,0,0,0,99,32,32,115,98,14,37,0,6,79,8,0,35,015,000401,2019
"Census Tract 11, Eddy County, New Mexico",0,0,15,0,0,0,0,0,0,0,237,124,51,284,123,17,121,34,0,0,49,16,35,015,001100,2019
"Census Tract 7, Eddy County, New Mexico",0,0,0,0,0,0,0,0,0,0,182,71,15,189,36,74,45,41,0,142,18,38,35,015,000700,2019
"Census Tract 3, Eddy County, New Mexico",0,0,0,0,0,0,0,0,0,0,135,50,130,83,130,136,36,31,16,27,20,17,35,015,000300,2019
"Census Tract 10, Eddy County, New Mexico",0,47,0,0,0,0,0,0,0,0,26,34,12,54,110,19,80,158,0,200,76,0,35,015,001000,2019
"Census Tract 6, Eddy County, New Mexico",0,0,0,26,9,0,0,0,0,0,49,16,13,178,21,78,108,7,0,48,16,157,35,015,000600,2019
"Census Tract 1, Eddy County, New Mexico",0,14,0,0,3,0,0,0,0,0,67,21,6,47,5,17,8,3,2,17,2,2,35,015,000100,2019
"Census Tract 5, Eddy County, New Mexico",0,12,0,0,0,0,0,0,0,0,9,29,10,28,16,9,144,64,0,146,41,19,35,015,000500,2019
"Census Tract 8, Eddy County, New Mexico",0,0,0,0,0,0,0,0,0,0,31,19,5,31,0,0,51,32,6,75,39,6,35,015,000800,2019
"Census Tract 9742.02, Cibola County, New Mexico",0,0,10,0,0,0,0,8,0,0,14,16,0,36,38,10,98,73,11,131,72,0,35,006,974202,2019
"Census Tract 9601, De Baca County, New Mexico",0,22,8,8,9,0,0,0,0,0,96,42,12,57,43,5,33,5,26,62,12,8,35,011,960100,2019
"Census Tract 9616, Guadalupe County, New Mexico",0,28,0,0,0,0,0,0,0,0,20,42,0,111,57,25,191,170,35,147,82,44,35,019,961600,2019
"Census Tract 5, Luna County, New Mexico",17,0,0,0,0,0,0,0,0,0,149,99,0,111,77,18,107,62,40,129,61,0,35,029,000500,2019
"Census Tract 1, Luna County, New Mexico",0,10,15,0,0,0,0,0,0,0,253,45,49,213,105,35,73,103,0,153,15,28,35,029,000100,2019
"Census Tract 47.43, Bernalillo County, New Mexico",0,0,5,0,0,0,0,0,12,0,34,32,0,25,38,22,10,9,0,37,36,0,35,001,004743,2019
"Census Tract 47.44, Bernalillo County, New Mexico",0,15,0,0,21,22,0,0,12,0,178,59,0,101,35,12,130,32,28,78,41,39,35,001,004744,2019
"Census Tract 47.45, Bernalillo County, New Mexico",6,0,21,17,0,0,0,18,0,0,86,59,23,103,63,35,31,57,12,137,59,17,35,001,004745,2019
"Census Tract 47.46, Bernalillo County, New Mexico",0,16,16,0,0,0,0,0,0,0,140,35,0,107,89,0,78,67,0,146,48,27,35,001,004746,2019
"Census Tract 47.47, Bernalillo County, New Mexico",0,0,0,0,8,0,0,0,0,0,125,84,25,163,98,27,23,19,4,55,45,3,35,001,004747,2019
"Census Tract 47.48, Bernalillo County, New Mexico",0,40,0,0,0,18,0,0,0,0,138,37,0,146,69,54,93,78,0,63,0,0,35,001,004748,2019
"Census Tract 47.49, Bernalillo County, New Mexico",17,12,10,33,0,0,0,20,0,0,96,19,11,87,25,57,53,6,17,71,31,52,35,001,004749,2019
"Census Tract 47.50, Bernalillo County, New Mexico",0,7,0,0,0,0,0,12,0,0,42,21,10,114,47,16,62,99,0,181,84,0,35,001,004750,2019
"Census Tract 47.51, Bernalillo County, New Mexico",0,11,11,0,9,0,0,0,0,0,38,16,0,94,8,0,59,79,14,55,70,0,35,001,004751,2019
"Census Tract 47.52, Bernalillo County, New Mexico",0,6,8,0,0,6,0,0,0,0,79,51,0,132,65,20,25,18,0,36,38,40,35,001,004752,2019
"Census Tract 47.53, Bernalillo County, New Mexico",0,23,0,0,5,0,0,0,0,0,128,47,0,139,28,10,26,0,9,40,47,8,35,001,004753,2019
"Census Tract 9405, Bernalillo County, New Mexico",0,3,5,0,0,0,0,4,9,0,317,216,98,252,172,65,7,13,5,20,27,10,35,001,940500,2019
"Census Tract 9406, Bernalillo County, New Mexico",0,63,0,0,0,0,0,0,0,0,120,14,0,136,29,0,43,6,0,74,93,0,35,001,940600,2019
"Census Tract 9407, Bernalillo County, New Mexico",0,14,0,0,6,0,0,0,8,0,7,0,0,6,0,0,14,6,0,20,0,0,35,001,940700,2019
"Census Tract 9764, Catron County, New Mexico",7,10,0,0,0,0,0,0,0,0,458,171,93,204,115,131,49,21,7,37,12,8,35,003,976400,2019
"Census Tract 6, Doña Ana County, New Mexico",0,18,12,0,0,0,0,0,0,0,20,9,10,16,9,0,76,52,0,98,149,0,35,013,000600,2019
"Census Tract 9, Doña Ana County, New Mexico",0,19,18,0,0,0,0,0,0,0,67,0,32,86,32,32,207,86,2,98,57,3,35,013,000900,2019
"Census Tract 11.02, Doña Ana County, New Mexico",0,8,17,0,0,0,0,4,0,0,40,12,16,71,25,5,154,77,14,69,110,0,35,013,001102,2019
"Census Tract 13.05, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,133,28,6,70,0,11,131,0,0,115,46,0,35,013,001305,2019
"Census Tract 16, Doña Ana County, New Mexico",0,63,0,0,0,0,0,0,0,0,34,11,0,20,0,0,87,116,22,184,115,52,35,013,001600,2019
"Census Tract 17.01, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,18,0,274,15,58,216,151,0,154,45,0,79,86,0,35,013,001701,2019
"Census Tract 17.03, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,103,66,13,63,82,0,73,49,38,53,39,22,35,013,001703,2019
"Census Tract 18.01, Doña Ana County, New Mexico",0,51,91,0,0,0,0,0,0,0,33,54,0,70,31,0,121,164,11,303,133,0,35,013,001801,2019
"Census Tract 19, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,35,013,001900,2019
"Census Tract 2.01, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,132,57,48,125,176,29,73,42,13,114,36,34,35,013,000201,2019
"Census Tract 17.06, Doña Ana County, New Mexico",0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,147,85,88,117,120,109,35,013,001706,2019
"Census Tract 17.07, Doña Ana County, New Mexico",0,24,26,0,0,6,0,0,0,0,0,15,0,0,16,0,83,150,0,304,169,13,35,013,001707,2019
"Census Tract 18.05, Doña Ana County, New Mexico",0,19,0,0,0,0,0,0,0,0,0,6,0,15,0,0,80,46,29,116,80,28,35,013,001805,2019
"Census Tract 2.02, Doña Ana County, New Mexico",0,26,0,0,0,0,0,0,0,0,179,0,30,160,46,30,145,36,13,155,51,17,35,013,000202,2019
"Census Tract 13.06, Doña Ana County, New Mexico",0,17,0,0,0,0,0,0,26,0,396,131,33,493,139,4,71,20,4,122,77,4,35,013,001306,2019
"Census Tract 3, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,92,37,19,132,29,20,49,9,0,79,12,0,35,013,000300,2019
"Census Tract 4.01, Doña Ana County, New Mexico",0,11,0,0,0,0,0,0,0,0,46,21,0,51,12,12,161,42,0,96,18,47,35,013,000401,2019
"Census Tract 5, Doña Ana County, New Mexico",0,9,0,0,0,0,0,0,0,0,54,25,6,37,40,7,43,26,0,34,48,6,35,013,000500,2019
"Census Tract 7, Doña Ana County, New Mexico",0,15,0,0,0,0,0,24,0,0,62,0,0,74,62,61,217,55,37,143,29,22,35,013,000700,2019
"Census Tract 8, Doña Ana County, New Mexico",0,0,0,0,8,0,0,0,0,0,15,14,0,27,43,8,6,30,20,53,28,38,35,013,000800,2019
"Census Tract 10, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,013,001000,2019
"Census Tract 17.02, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,35,4,5,24,6,10,78,12,0,94,36,15,35,013,001702,2019
"Census Tract 18.02, Doña Ana County, New Mexico",16,23,0,0,0,0,18,0,0,0,25,10,0,4,12,0,137,69,48,199,56,10,35,013,001802,2019
"Census Tract 1.07, Bernalillo County, New Mexico",0,0,0,0,0,0,0,16,0,0,196,119,10,197,54,62,32,34,0,29,9,0,35,001,000107,2019
"Census Tract 1.12, Bernalillo County, New Mexico",0,0,17,0,0,0,0,0,0,0,118,67,0,110,86,14,9,0,3,20,25,0,35,001,000112,2019
"Census Tract 2.03, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,44,19,16,73,51,29,14,0,7,12,5,0,35,001,000203,2019
"Census Tract 4.02, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,111,78,46,105,102,71,12,12,0,39,49,11,35,001,000402,2019
"Census Tract 9783.01, Socorro County, New Mexico",0,8,0,0,0,0,0,0,0,0,101,19,7,64,16,38,52,61,8,51,32,67,35,053,978301,2019
"Census Tract 9783.03, Socorro County, New Mexico",0,23,15,0,8,7,0,15,0,0,108,17,0,48,13,17,75,23,5,46,47,17,35,053,978303,2019
"Census Tract 9783.02, Socorro County, New Mexico",0,0,2,0,11,0,0,0,0,0,48,31,0,59,17,66,73,24,5,45,2,18,35,053,978302,2019
"Census Tract 9782, Socorro County, New Mexico",0,0,0,0,0,0,0,0,0,0,73,40,69,179,16,42,36,0,7,14,0,25,35,053,978200,2019
"Census Tract 3, Roosevelt County, New Mexico",0,0,21,0,0,0,0,4,0,0,55,55,43,85,78,74,0,27,0,9,40,0,35,041,000300,2019
"Census Tract 2, Roosevelt County, New Mexico",29,97,0,0,0,0,0,0,0,0,29,13,6,59,44,17,73,6,29,108,8,21,35,041,000200,2019
"Census Tract 1, Roosevelt County, New Mexico",0,60,18,0,10,0,0,0,10,0,180,16,51,102,67,50,46,0,0,77,18,0,35,041,000100,2019
"Census Tract 2, Los Alamos County, New Mexico",0,0,0,0,0,0,0,0,0,0,148,124,63,299,53,67,20,0,18,0,24,0,35,028,000200,2019
"Census Tract 1, Los Alamos County, New Mexico",0,0,0,0,0,0,0,6,0,0,161,114,26,200,79,14,9,9,0,7,12,0,35,028,000100,2019
"Census Tract 4, Los Alamos County, New Mexico",0,10,0,0,0,0,0,10,0,0,128,80,9,65,63,107,24,0,10,20,0,13,35,028,000400,2019
"Census Tract 5, Los Alamos County, New Mexico",0,0,0,0,0,0,0,0,0,0,347,118,31,237,191,56,51,12,0,48,55,0,35,028,000500,2019
"Census Tract 3, Rio Arriba County, New Mexico",46,0,90,52,0,0,0,0,0,0,44,44,0,57,0,0,290,98,69,156,119,52,35,039,000300,2019
"Census Tract 4, Rio Arriba County, New Mexico",20,89,57,6,41,0,0,36,0,3,76,0,10,62,11,18,212,110,20,200,106,9,35,039,000400,2019
"Census Tract 9408, Rio Arriba County, New Mexico",0,41,18,22,2,0,0,9,0,5,102,26,7,96,8,17,119,84,25,133,100,73,35,039,940800,2019
"Census Tract 2, Rio Arriba County, New Mexico",0,28,27,27,0,0,0,6,0,0,0,64,12,47,4,22,119,98,13,263,50,79,35,039,000200,2019
"Census Tract 9407, Rio Arriba County, New Mexico",1,20,16,9,0,16,15,0,0,0,44,4,17,102,10,26,93,78,54,113,138,40,35,039,940700,2019
"Census Tract 1, Rio Arriba County, New Mexico",36,11,87,0,0,0,0,0,0,0,54,0,0,25,0,0,184,54,36,54,96,0,35,039,000100,2019
"Census Tract 5, Rio Arriba County, New Mexico",29,49,43,0,0,0,0,0,0,0,203,69,13,160,14,77,129,26,39,70,97,0,35,039,000500,2019
"Census Tract 2.01, Chaves County, New Mexico",0,0,0,0,11,0,0,0,0,0,36,46,11,100,7,43,42,61,11,15,62,0,35,005,000201,2019
"Census Tract 2.02, Chaves County, New Mexico",0,0,17,0,0,0,0,0,0,0,34,38,8,123,7,0,70,0,0,124,54,10,35,005,000202,2019
"Census Tract 10.01, Chaves County, New Mexico",6,26,0,0,0,0,0,0,0,0,224,99,47,306,95,92,33,18,30,55,28,18,35,005,001001,2019
"Census Tract 10.02, Chaves County, New Mexico",0,0,0,0,0,0,0,0,0,0,231,126,50,276,203,120,53,70,0,67,2,2,35,005,001002,2019
"Census Tract 11.01, Chaves County, New Mexico",0,15,0,0,0,0,10,3,0,0,89,21,24,77,15,17,88,53,21,46,40,12,35,005,001101,2019
"Census Tract 11.02, Chaves County, New Mexico",0,10,7,0,0,0,0,0,0,0,157,119,24,157,81,114,35,37,0,43,7,14,35,005,001102,2019
"Census Tract 9461, Cibola County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,14,0,0,0,0,0,35,006,946100,2019
"Census Tract 9747, Cibola County, New Mexico",0,0,0,0,0,40,0,0,0,0,185,91,56,82,79,74,120,0,0,61,76,47,35,006,974700,2019
"Census Tract 6.02, Curry County, New Mexico",0,8,19,0,0,0,0,0,0,0,182,50,10,159,64,30,17,4,0,8,19,0,35,009,000602,2019
"Census Tract 3.03, Curry County, New Mexico",0,0,17,0,0,0,0,0,0,0,75,111,12,130,83,39,87,12,0,8,17,2,35,009,000303,2019
"Census Tract 3.04, Curry County, New Mexico",0,47,0,0,0,0,0,0,0,0,244,124,47,237,218,130,0,0,0,66,0,0,35,009,000304,2019
"Census Tract 6.01, Curry County, New Mexico",0,0,0,10,0,0,0,0,0,0,68,63,4,66,54,25,0,0,0,0,0,10,35,009,000601,2019
"Census Tract 6.03, Curry County, New Mexico",0,22,0,0,0,0,0,0,0,0,99,144,12,118,75,12,66,48,0,56,3,0,35,009,000603,2019
"Census Tract 6, Luna County, New Mexico",0,9,5,0,0,0,0,0,0,0,13,16,0,21,0,0,91,83,10,60,102,8,35,029,000600,2019
"Census Tract 3, Luna County, New Mexico",0,17,0,0,0,0,0,0,0,0,37,79,19,50,88,53,60,21,22,53,59,23,35,029,000300,2019
"Census Tract 2, Luna County, New Mexico",0,13,0,0,0,0,0,0,0,0,60,128,20,93,215,0,41,42,0,54,60,29,35,029,000200,2019
"Census Tract 4, Luna County, New Mexico",0,0,0,0,0,0,0,0,0,0,187,174,27,292,103,0,165,20,6,140,33,26,35,029,000400,2019
"Census Tract 9453, McKinley County, New Mexico",9,19,11,0,24,0,0,0,0,0,15,0,12,17,8,0,96,0,25,72,21,33,35,031,945300,2019
"Census Tract 9454, McKinley County, New Mexico",21,25,48,0,0,0,0,0,0,0,59,21,0,36,15,0,106,16,21,56,66,27,35,031,945400,2019
"Census Tract 9455, McKinley County, New Mexico",0,60,0,0,0,14,0,0,0,0,140,55,72,158,95,28,103,14,0,64,12,0,35,031,945500,2019
"Census Tract 9460, McKinley County, New Mexico",0,32,0,0,0,0,0,9,0,0,69,21,5,53,0,0,0,0,0,32,0,0,35,031,946000,2019
"Census Tract 9437, McKinley County, New Mexico",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,031,943700,2019
"Census Tract 9457, McKinley County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,031,945700,2019
"Census Tract 9403, McKinley County, New Mexico",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,35,031,940300,2019
"Census Tract 9436, McKinley County, New Mexico",0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,0,0,5,0,9,35,031,943600,2019
"Census Tract 9452, McKinley County, New Mexico",37,0,0,11,0,0,0,0,0,0,18,41,6,14,81,22,0,19,37,25,10,11,35,031,945200,2019
"Census Tract 9456, McKinley County, New Mexico",36,34,0,0,0,0,0,0,0,0,56,39,3,41,21,0,4,9,36,47,39,0,35,031,945600,2019
"Census Tract 9435, McKinley County, New Mexico",0,0,0,0,0,3,0,0,0,0,6,0,3,5,0,2,0,0,0,2,0,0,35,031,943500,2019
"Census Tract 9572, San Miguel County, New Mexico",35,117,25,57,27,0,0,25,0,0,45,22,6,64,0,32,126,47,64,207,94,66,35,047,957200,2019
"Census Tract 9574, San Miguel County, New Mexico",0,111,0,0,0,20,0,0,0,0,47,12,13,43,10,11,123,96,0,183,104,9,35,047,957400,2019
"Census Tract 9573, San Miguel County, New Mexico",0,28,0,0,0,0,0,0,0,0,22,25,0,116,63,16,133,25,38,103,15,1,35,047,957300,2019
"Census Tract 9577, San Miguel County, New Mexico",0,78,71,21,0,0,0,0,0,0,10,0,10,18,50,0,192,80,0,78,98,52,35,047,957700,2019
"Census Tract 9575, San Miguel County, New Mexico",34,116,67,12,10,10,0,0,0,0,61,75,27,94,90,0,238,111,45,206,79,21,35,047,957500,2019
"Census Tract 9576, San Miguel County, New Mexico",0,70,27,43,0,0,0,0,0,0,172,84,0,223,0,0,201,85,0,208,113,92,35,047,957600,2019
"Census Tract 9578, San Miguel County, New Mexico",49,104,18,54,0,0,0,0,0,11,178,30,0,55,48,28,78,74,49,195,71,93,35,047,957800,2019
"Census Tract 9703.02, Valencia County, New Mexico",0,22,11,0,0,8,0,0,13,0,83,39,14,77,59,0,100,30,0,113,9,0,35,061,970302,2019
"Census Tract 9704.01, Valencia County, New Mexico",0,35,0,0,0,10,0,13,0,9,114,16,34,114,40,18,164,68,10,182,11,41,35,061,970401,2019
"Census Tract 9702, Valencia County, New Mexico",0,0,0,0,0,0,0,0,0,0,196,73,73,132,121,10,90,23,0,50,27,0,35,061,970200,2019
"Census Tract 9711, Valencia County, New Mexico",0,0,0,0,6,0,0,0,0,8,38,11,5,32,12,16,31,0,0,47,0,8,35,061,971100,2019
"Census Tract 9704.04, Valencia County, New Mexico",0,50,0,0,0,0,0,0,0,0,88,60,0,109,46,0,168,89,17,200,75,14,35,061,970404,2019
"Census Tract 9704.05, Valencia County, New Mexico",0,13,0,15,0,0,0,0,0,0,115,105,1,183,39,26,25,34,0,86,29,24,35,061,970405,2019
"Census Tract 9624.01, Sierra County, New Mexico",0,0,0,0,0,0,0,0,0,0,326,175,56,233,193,87,40,12,0,32,39,0,35,051,962401,2019
"Census Tract 9400, Socorro County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35,053,940000,2019
"Census Tract 9713, Valencia County, New Mexico",0,0,0,0,0,0,0,0,0,0,56,58,0,93,59,0,24,21,7,0,8,9,35,061,971300,2019
"Census Tract 9714, Valencia County, New Mexico",0,12,0,0,0,0,0,0,0,0,70,30,14,67,52,19,58,8,22,31,38,0,35,061,971400,2019
"Census Tract 7.08, San Juan County, New Mexico",0,0,0,0,0,0,0,0,0,0,110,84,9,120,66,8,60,46,0,40,0,0,35,045,000708,2019
"Census Tract 9, San Juan County, New Mexico",0,11,0,0,0,0,0,7,0,0,57,22,6,84,14,37,30,9,0,20,0,0,35,045,000900,2019
"Census Tract 9428.01, San Juan County, New Mexico",0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,35,045,942801,2019
"Census Tract 9428.02, San Juan County, New Mexico",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,11,0,35,045,942802,2019
"Census Tract 9428.03, San Juan County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,045,942803,2019
"Census Tract 9432.01, San Juan County, New Mexico",0,31,0,0,0,0,3,0,0,0,22,47,0,24,12,17,27,0,0,31,4,40,35,045,943201,2019
"Census Tract 9433, San Juan County, New Mexico",0,0,0,0,0,0,0,0,0,0,79,40,11,86,32,42,21,3,0,13,0,0,35,045,943300,2019
"Census Tract 12.04, Santa Fe County, New Mexico",0,0,0,0,0,0,0,0,0,0,126,0,0,59,19,0,78,0,27,118,12,0,35,049,001204,2019
"Census Tract 12.05, Santa Fe County, New Mexico",0,0,17,0,0,0,0,0,0,0,69,0,0,31,0,0,111,25,0,116,31,24,35,049,001205,2019
"Census Tract 13.01, Santa Fe County, New Mexico",0,20,0,0,0,0,0,0,0,0,61,13,0,54,14,0,23,0,0,41,5,0,35,049,001301,2019
"Census Tract 13.02, Santa Fe County, New Mexico",0,0,0,0,0,0,0,0,0,0,6,0,11,10,0,0,66,29,11,0,34,0,35,049,001302,2019
"Census Tract 13.03, Santa Fe County, New Mexico",0,0,0,0,0,0,0,0,0,0,161,33,0,289,61,0,49,21,0,92,44,51,35,049,001303,2019
"Census Tract 1.01, Santa Fe County, New Mexico",0,0,0,0,0,0,0,17,0,14,365,163,124,597,241,34,35,158,15,45,138,16,35,049,000101,2019
"Census Tract 8, Santa Fe County, New Mexico",0,21,0,19,41,0,0,0,0,0,64,25,0,126,28,7,110,56,49,153,55,19,35,049,000800,2019
"Census Tract 10.01, Santa Fe County, New Mexico",31,9,13,27,17,0,0,0,0,0,108,67,18,118,63,77,70,27,55,54,54,31,35,049,001001,2019
"Census Tract 11.02, Santa Fe County, New Mexico",5,17,0,0,0,5,0,4,0,0,209,111,30,197,158,81,57,10,13,33,9,0,35,049,001102,2019
"Census Tract 12.02, Santa Fe County, New Mexico",0,0,0,0,0,0,16,0,0,0,79,0,18,112,108,17,60,108,16,184,59,0,35,049,001202,2019
"Census Tract 7, Santa Fe County, New Mexico",0,20,8,0,38,0,0,17,0,0,50,9,7,76,33,24,129,41,0,58,34,16,35,049,000700,2019
"Census Tract 9709.01, Valencia County, New Mexico",0,0,15,0,0,0,0,5,0,0,75,3,21,112,26,18,154,39,16,194,43,40,35,061,970901,2019
"Census Tract 9709.02, Valencia County, New Mexico",0,0,0,0,0,0,0,0,0,0,45,18,0,54,39,11,50,58,0,65,93,0,35,061,970902,2019
"Census Tract 9701.02, Valencia County, New Mexico",0,33,0,0,0,0,0,0,0,0,132,33,42,236,98,0,176,33,17,112,57,0,35,061,970102,2019
"Census Tract 9707, Valencia County, New Mexico",0,0,20,0,0,0,0,19,33,0,256,62,35,182,143,0,219,0,24,117,101,54,35,061,970700,2019
"Census Tract 9703.01, Valencia County, New Mexico",0,20,51,0,0,0,0,0,0,0,66,41,40,106,35,44,54,61,0,135,51,0,35,061,970301,2019
"Census Tract 9701.01, Valencia County, New Mexico",0,9,0,0,16,0,0,14,0,0,70,17,8,59,28,17,80,9,0,94,28,0,35,061,970101,2019
"Census Tract 9703.03, Valencia County, New Mexico",0,31,11,0,31,0,0,5,0,0,189,123,0,246,106,49,138,107,0,145,169,22,35,061,970303,2019
"Census Tract 9710, Valencia County, New Mexico",0,0,19,0,0,0,0,0,0,0,131,94,75,228,192,17,51,82,51,69,71,42,35,061,971000,2019
"Census Tract 9403, Valencia County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,9,0,35,061,940300,2019
"Census Tract 9708, Valencia County, New Mexico",0,44,7,0,0,0,0,0,0,0,261,8,21,51,34,0,71,127,48,206,86,107,35,061,970800,2019
