NAME,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001H_014E,B01001H_015E,B01001H_016E,B01001H_029E,B01001H_030E,B01001H_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,state,county,tract,YEAR
"Census Tract 9764, Catron County, New Mexico",0,0,0,0,0,0,0,27,0,0,391,135,16,269,30,134,76,15,0,117,19,8,35,003,976400,2016
"Census Tract 2.01, Chaves County, New Mexico",0,0,0,0,0,0,0,0,0,0,60,48,9,59,89,48,37,33,13,21,19,12,35,005,000201,2016
"Census Tract 2.02, Chaves County, New Mexico",0,0,9,0,0,0,0,0,0,0,66,19,0,108,73,7,110,22,0,75,26,0,35,005,000202,2016
"Census Tract 10.01, Chaves County, New Mexico",0,14,0,0,0,0,0,0,0,0,168,195,29,229,157,78,31,3,27,64,19,20,35,005,001001,2016
"Census Tract 10.02, Chaves County, New Mexico",0,0,0,0,11,15,0,0,25,21,244,116,36,275,195,76,48,0,0,13,25,34,35,005,001002,2016
"Census Tract 11.01, Chaves County, New Mexico",0,11,0,0,0,11,13,11,0,0,110,16,19,53,16,5,61,36,20,73,14,23,35,005,001101,2016
"Census Tract 11.02, Chaves County, New Mexico",0,12,0,0,4,0,0,0,0,0,187,98,30,147,31,45,29,34,0,21,0,0,35,005,001102,2016
"Census Tract 9461, Cibola County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,7,12,0,35,006,946100,2016
"Census Tract 9747, Cibola County, New Mexico",0,15,0,0,18,35,0,0,0,0,164,91,27,134,41,126,100,39,0,95,32,0,35,006,974700,2016
"Census Tract 6.02, Curry County, New Mexico",0,7,4,0,0,10,0,0,0,0,139,34,6,142,35,2,10,3,0,65,4,0,35,009,000602,2016
"Census Tract 11.07, Santa Fe County, New Mexico",0,56,13,0,0,0,0,0,0,0,207,56,0,133,91,60,60,72,0,186,69,69,35,049,001107,2016
"Census Tract 103.04, Santa Fe County, New Mexico",0,0,7,0,0,0,0,0,0,0,263,72,12,192,66,9,131,6,5,42,20,6,35,049,010304,2016
"Census Tract 10.02, Santa Fe County, New Mexico",0,8,19,0,9,0,0,0,0,7,84,20,0,39,51,44,78,41,9,90,116,16,35,049,001002,2016
"Census Tract 104, Santa Fe County, New Mexico",0,0,0,0,0,0,0,0,0,0,220,122,26,242,210,48,47,13,17,17,13,0,35,049,010400,2016
"Census Tract 11.03, Santa Fe County, New Mexico",0,11,0,0,0,0,0,0,0,0,30,9,0,56,0,8,52,20,0,85,25,19,35,049,001103,2016
"Census Tract 6, Santa Fe County, New Mexico",0,0,0,0,0,0,0,0,0,0,155,14,28,144,67,8,14,16,0,15,0,22,35,049,000600,2016
"Census Tract 1, Harding County, New Mexico",0,0,0,0,0,0,0,0,1,0,29,23,21,24,14,3,22,7,4,7,7,2,35,021,000100,2016
"Census Tract 9552, Mora County, New Mexico",45,101,115,3,0,0,0,0,22,0,62,53,8,83,23,16,207,104,46,165,177,3,35,033,955200,2016
"Census Tract 13.04, Santa Fe County, New Mexico",2,2,0,0,4,0,0,4,0,0,7,7,0,6,9,2,17,10,6,26,18,0,35,049,001304,2016
"Census Tract 102.03, Santa Fe County, New Mexico",0,0,14,0,0,0,0,0,0,0,64,34,7,70,15,25,41,0,0,41,52,0,35,049,010203,2016
"Census Tract 102.04, Santa Fe County, New Mexico",0,17,0,0,0,0,0,0,12,0,309,101,8,326,33,25,9,0,0,34,0,0,35,049,010204,2016
"Census Tract 103.09, Santa Fe County, New Mexico",0,23,0,0,8,0,0,0,0,0,117,79,14,151,34,11,54,11,0,47,6,0,35,049,010309,2016
"Census Tract 103.10, Santa Fe County, New Mexico",0,0,0,0,10,0,0,0,0,0,58,33,29,95,19,38,15,6,0,7,0,0,35,049,010310,2016
"Census Tract 103.11, Santa Fe County, New Mexico",0,7,0,0,0,9,0,31,0,0,164,65,16,191,33,52,64,0,0,23,8,0,35,049,010311,2016
"Census Tract 103.12, Santa Fe County, New Mexico",0,0,0,0,0,0,0,0,0,0,168,52,0,236,46,12,40,0,6,49,0,0,35,049,010312,2016
"Census Tract 103.14, Santa Fe County, New Mexico",0,10,0,0,0,0,0,6,6,0,81,18,4,74,20,7,21,6,0,33,0,0,35,049,010314,2016
"Census Tract 103.15, Santa Fe County, New Mexico",0,1,0,1,0,18,0,0,0,0,100,79,19,265,64,38,16,18,0,61,42,30,35,049,010315,2016
"Census Tract 103.16, Santa Fe County, New Mexico",0,0,0,7,5,0,0,0,0,0,71,33,6,79,47,13,41,6,0,33,12,30,35,049,010316,2016
"Census Tract 106.01, Santa Fe County, New Mexico",0,0,0,2,9,0,0,9,0,0,198,76,32,204,85,48,50,107,0,33,66,27,35,049,010601,2016
"Census Tract 106.02, Santa Fe County, New Mexico",0,16,0,0,0,0,0,6,0,0,294,120,69,261,141,31,30,0,0,16,0,0,35,049,010602,2016
"Census Tract 106.03, Santa Fe County, New Mexico",0,0,0,0,14,0,0,14,0,0,117,34,5,131,28,12,47,0,0,41,0,0,35,049,010603,2016
"Census Tract 109, Santa Fe County, New Mexico",0,28,11,0,0,0,17,9,0,0,221,62,0,174,53,0,86,34,0,82,26,0,35,049,010900,2016
"Census Tract 3.03, Curry County, New Mexico",0,32,7,0,0,0,0,9,0,0,86,88,15,99,110,27,43,6,9,44,7,0,35,009,000303,2016
"Census Tract 3.04, Curry County, New Mexico",0,0,0,0,0,0,0,0,0,0,194,167,56,324,192,132,22,12,0,0,0,0,35,009,000304,2016
"Census Tract 6.01, Curry County, New Mexico",0,0,0,0,0,0,0,0,0,0,49,47,5,50,36,57,3,0,0,0,0,0,35,009,000601,2016
"Census Tract 6.03, Curry County, New Mexico",6,7,0,0,0,0,0,0,0,0,73,81,37,105,66,0,77,34,6,74,4,0,35,009,000603,2016
"Census Tract 1.03, Doña Ana County, New Mexico",0,35,10,0,0,0,0,0,0,0,133,44,16,109,21,52,21,27,20,138,56,0,35,013,000103,2016
"Census Tract 2.01, Doña Ana County, New Mexico",0,0,0,0,0,9,0,0,0,0,101,74,53,134,95,58,95,68,0,92,47,0,35,013,000201,2016
"Census Tract 1.04, Doña Ana County, New Mexico",0,12,0,0,8,7,0,11,0,0,179,92,26,177,124,77,41,20,8,64,18,25,35,013,000104,2016
"Census Tract 2.02, Doña Ana County, New Mexico",0,0,0,0,0,0,0,7,0,0,92,17,14,49,17,0,150,17,17,162,17,17,35,013,000202,2016
"Census Tract 11.03, Doña Ana County, New Mexico",23,0,12,13,0,0,0,0,8,0,169,91,0,119,124,15,49,42,57,36,86,87,35,013,001103,2016
"Census Tract 11.04, Doña Ana County, New Mexico",0,18,0,0,0,0,0,0,0,0,92,50,0,54,21,24,152,43,0,78,10,10,35,013,001104,2016
"Census Tract 12.03, Doña Ana County, New Mexico",0,0,26,0,0,0,0,0,0,0,108,88,31,134,135,60,33,18,0,31,44,0,35,013,001203,2016
"Census Tract 12.04, Doña Ana County, New Mexico",0,0,0,0,20,0,0,0,0,0,433,72,0,333,117,73,52,0,0,51,0,0,35,013,001204,2016
"Census Tract 12.05, Doña Ana County, New Mexico",0,15,18,0,0,0,0,10,0,0,151,97,76,149,251,225,14,40,0,53,22,11,35,013,001205,2016
"Census Tract 13.04, Doña Ana County, New Mexico",0,25,0,31,0,0,0,0,0,0,86,26,0,98,66,0,52,45,29,154,9,42,35,013,001304,2016
"Census Tract 13.05, Doña Ana County, New Mexico",0,9,0,0,0,0,0,0,0,0,65,28,7,56,10,0,63,33,0,74,30,12,35,013,001305,2016
"Census Tract 13.06, Doña Ana County, New Mexico",0,29,0,0,0,22,0,0,0,0,254,243,28,466,120,4,31,4,5,76,33,4,35,013,001306,2016
"Census Tract 13.07, Doña Ana County, New Mexico",0,52,0,0,0,0,0,0,0,0,88,153,0,149,81,0,226,42,0,209,82,0,35,013,001307,2016
"Census Tract 17.06, Doña Ana County, New Mexico",0,4,0,0,0,0,0,0,0,0,0,4,0,8,5,0,89,100,18,125,84,40,35,013,001706,2016
"Census Tract 17.07, Doña Ana County, New Mexico",0,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,104,73,8,117,126,20,35,013,001707,2016
"Census Tract 18.05, Doña Ana County, New Mexico",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,97,47,135,166,9,35,013,001805,2016
"Census Tract 18.06, Doña Ana County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,196,79,0,110,99,15,35,013,001806,2016
"Census Tract 29, Bernalillo County, New Mexico",24,49,20,0,0,0,0,0,0,0,71,22,0,106,12,18,99,87,24,128,40,0,35,001,002900,2016
"Census Tract 30.01, Bernalillo County, New Mexico",8,65,0,12,27,13,0,13,0,0,125,22,38,121,61,44,179,78,17,207,37,31,35,001,003001,2016
"Census Tract 1.28, Bernalillo County, New Mexico",0,60,0,0,0,0,0,0,0,0,83,47,16,74,39,19,26,0,0,95,13,11,35,001,000128,2016
"Census Tract 1.21, Bernalillo County, New Mexico",4,3,4,0,0,0,0,0,0,0,174,183,90,380,126,126,34,45,9,84,95,8,35,001,000121,2016
"Census Tract 1.23, Bernalillo County, New Mexico",0,36,0,0,0,0,0,0,0,0,68,88,61,110,129,125,24,31,18,80,31,16,35,001,000123,2016
"Census Tract 5.01, Bernalillo County, New Mexico",0,0,33,0,0,0,0,0,0,0,26,31,43,80,88,151,42,16,0,30,40,9,35,001,000501,2016
"Census Tract 37.35, Bernalillo County, New Mexico",0,14,0,0,0,0,0,0,0,0,194,62,59,154,105,16,72,0,0,101,24,0,35,001,003735,2016
"Census Tract 37.36, Bernalillo County, New Mexico",0,0,0,0,6,0,0,0,0,0,28,16,23,41,13,40,25,0,0,37,0,4,35,001,003736,2016
"Census Tract 5.02, Bernalillo County, New Mexico",0,0,0,0,14,0,0,0,0,3,90,17,136,114,91,151,99,0,3,44,3,12,35,001,000502,2016
"Census Tract 37.37, Bernalillo County, New Mexico",0,0,0,0,10,0,0,8,0,0,136,85,5,163,50,37,27,0,0,23,0,0,35,001,003737,2016
"Census Tract 37.38, Bernalillo County, New Mexico",8,48,0,0,0,12,0,0,0,9,166,193,57,160,184,86,64,20,8,47,0,9,35,001,003738,2016
"Census Tract 47.34, Bernalillo County, New Mexico",0,77,0,0,0,0,0,1,0,0,0,0,0,2,0,0,261,0,0,88,32,0,35,001,004734,2016
"Census Tract 47.35, Bernalillo County, New Mexico",0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,10,71,23,8,35,001,004735,2016
"Census Tract 47.36, Bernalillo County, New Mexico",0,15,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,19,0,24,0,0,35,001,004736,2016
"Census Tract 47.33, Bernalillo County, New Mexico",0,96,0,0,0,10,0,0,0,0,0,0,0,28,16,14,56,42,0,187,25,25,35,001,004733,2016
"Census Tract 47.37, Bernalillo County, New Mexico",0,11,12,0,12,0,0,0,6,0,53,10,0,30,5,5,60,29,0,46,26,0,35,001,004737,2016
"Census Tract 47.38, Bernalillo County, New Mexico",0,66,0,0,0,0,0,0,0,0,54,21,0,0,13,0,28,15,0,101,0,9,35,001,004738,2016
"Census Tract 47.39, Bernalillo County, New Mexico",0,52,0,0,0,0,0,0,0,0,9,0,0,46,25,0,51,30,0,95,8,0,35,001,004739,2016
"Census Tract 47.40, Bernalillo County, New Mexico",0,83,33,0,14,0,0,0,0,0,45,15,0,40,0,0,137,0,0,83,51,0,35,001,004740,2016
"Census Tract 47.41, Bernalillo County, New Mexico",48,80,0,44,26,0,0,0,0,45,80,18,19,90,0,0,166,0,48,177,46,103,35,001,004741,2016
"Census Tract 47.42, Bernalillo County, New Mexico",12,11,0,0,15,12,0,13,11,0,89,20,10,128,11,0,96,68,12,69,40,59,35,001,004742,2016
"Census Tract 9586.02, Quay County, New Mexico",0,12,0,0,13,0,0,8,0,0,93,47,10,87,0,13,76,28,11,97,43,21,35,037,958602,2016
"Census Tract 9586.01, Quay County, New Mexico",5,49,0,0,0,0,0,0,0,0,83,122,9,128,133,12,84,12,9,65,44,18,35,037,958601,2016
"Census Tract 9, Chaves County, New Mexico",0,0,0,0,0,0,0,11,0,0,109,59,37,101,109,68,59,0,0,0,0,32,35,005,000900,2016
"Census Tract 12, Chaves County, New Mexico",0,0,0,0,0,0,0,0,3,0,61,22,3,85,6,6,0,0,10,0,9,6,35,005,001200,2016
"Census Tract 4, Chaves County, New Mexico",13,12,73,0,19,0,0,14,0,0,36,46,8,102,30,9,54,51,13,125,102,0,35,005,000400,2016
"Census Tract 3, Chaves County, New Mexico",0,21,0,0,0,0,0,0,0,0,274,55,64,177,120,116,55,25,53,54,12,14,35,005,000300,2016
"Census Tract 13, Chaves County, New Mexico",0,5,6,0,0,0,0,2,4,0,8,22,3,14,31,24,43,8,0,52,20,0,35,005,001300,2016
"Census Tract 14, Chaves County, New Mexico",0,32,4,9,0,4,0,0,3,0,43,36,10,43,48,1,19,26,16,56,24,9,35,005,001400,2016
"Census Tract 9404, Santa Fe County, New Mexico",0,0,0,0,0,0,0,0,0,0,63,10,7,40,47,10,8,7,6,2,1,1,35,049,940400,2016
"Census Tract 9405, Santa Fe County, New Mexico",0,6,4,5,4,2,0,5,2,0,8,14,0,27,7,4,74,25,4,55,29,22,35,049,940500,2016
"Census Tract 9406, Santa Fe County, New Mexico",2,16,7,4,4,6,0,6,3,1,55,15,4,69,19,12,95,39,18,76,50,18,35,049,940600,2016
"Census Tract 9409, Santa Fe County, New Mexico",7,55,30,7,0,0,0,0,0,0,24,6,10,43,0,7,109,56,20,144,67,23,35,049,940900,2016
"Census Tract 9800, Santa Fe County, New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,049,980000,2016
"Census Tract 9622, Sierra County, New Mexico",0,26,0,0,12,0,0,0,0,0,231,155,38,328,153,80,10,36,0,85,36,14,35,051,962200,2016
"Census Tract 9623, Sierra County, New Mexico",4,8,0,3,0,0,0,12,0,0,248,81,54,221,86,81,26,17,4,38,10,11,35,051,962300,2016
"Census Tract 9624.02, Sierra County, New Mexico",0,11,0,0,0,0,0,43,0,24,161,100,38,156,38,58,30,68,0,29,49,0,35,051,962402,2016
"Census Tract 9400, Taos County, New Mexico",5,19,19,7,0,0,0,14,0,0,3,3,1,10,3,3,93,73,16,73,61,22,35,055,940000,2016
"Census Tract 9401, Taos County, New Mexico",12,201,3,21,8,0,0,9,0,0,227,64,32,612,64,54,129,105,19,312,73,43,35,055,940100,2016
"Census Tract 9636, Torrance County, New Mexico",0,4,0,5,16,0,0,25,4,0,292,117,0,231,162,0,107,47,0,119,80,5,35,057,963600,2016
"Census Tract 9502, Union County, New Mexico",0,9,0,6,6,0,0,7,2,0,139,90,27,159,91,75,86,20,3,66,53,10,35,059,950200,2016
"Census Tract 1.07, Bernalillo County, New Mexico",0,15,0,0,0,0,0,0,0,0,173,114,18,169,120,44,37,12,0,34,34,0,35,001,000107,2016
"Census Tract 1.12, Bernalillo County, New Mexico",0,0,0,0,0,0,0,6,0,0,140,66,0,128,74,22,6,0,3,16,12,0,35,001,000112,2016
"Census Tract 2.03, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,50,31,20,86,29,29,0,0,0,5,0,0,35,001,000203,2016
"Census Tract 4.02, Bernalillo County, New Mexico",0,7,0,0,0,0,0,0,0,0,114,27,41,131,136,30,18,17,0,51,0,25,35,001,000402,2016
"Census Tract 7.04, Bernalillo County, New Mexico",0,11,0,0,7,0,0,11,8,0,65,41,0,124,72,29,29,65,24,61,9,26,35,001,000704,2016
"Census Tract 7.12, Bernalillo County, New Mexico",0,0,7,0,0,0,0,0,0,0,73,23,0,107,44,23,88,14,0,110,35,8,35,001,000712,2016
"Census Tract 7.13, Bernalillo County, New Mexico",0,0,0,0,0,0,0,0,0,0,79,77,0,119,33,34,43,58,0,42,18,0,35,001,000713,2016
"Census Tract 1.15, Bernalillo County, New Mexico",0,0,0,6,0,0,0,11,0,0,113,59,0,151,92,57,19,5,0,24,12,6,35,001,000115,2016
