NAME,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B02008_001E,B02009_001E,B02010_001E,B02011_001E,B02012_001E,B02013_001E,B03003_003E,B03003_002E,B21001_001E,B01001_025E,B01001_049E,state,county,tract,block group,YEAR
"Block Group 2, Census Tract 9601, De Baca County, New Mexico",851,8,0,7,0,259,161,156,5,1012,13,0,7,0,415,679,607,793,12,2,35,011,960100,2,2019
"Block Group 3, Census Tract 4.01, San Juan County, New Mexico",674,81,723,3,0,68,25,0,25,699,87,742,3,0,68,241,1333,1117,30,11,35,045,000401,3,2019
"Block Group 2, Census Tract 4.01, San Juan County, New Mexico",999,26,229,33,0,11,250,27,223,1249,26,427,33,25,38,204,1344,1086,0,17,35,045,000401,2,2019
"Block Group 1, Census Tract 4.01, San Juan County, New Mexico",1115,0,48,33,0,47,41,0,41,1156,0,48,74,0,47,343,941,989,42,12,35,045,000401,1,2019
"Block Group 4, Census Tract 1, San Juan County, New Mexico",930,0,540,0,0,27,40,7,33,970,0,573,0,0,34,544,993,1107,0,7,35,045,000100,4,2019
"Block Group 3, Census Tract 1, San Juan County, New Mexico",675,0,50,0,0,33,71,0,71,746,0,121,0,0,33,248,581,608,6,0,35,045,000100,3,2019
"Block Group 2, Census Tract 2.01, San Juan County, New Mexico",2183,42,88,4,11,28,169,30,139,2352,42,198,33,11,58,402,2123,1894,9,32,35,045,000201,2,2019
"Block Group 3, Census Tract 1.01, Santa Fe County, New Mexico",522,0,0,0,0,0,0,0,0,522,0,0,0,0,0,41,481,455,16,16,35,049,000101,3,2019
"Block Group 4, Census Tract 1.01, Santa Fe County, New Mexico",1036,0,29,0,0,0,16,0,16,1052,0,45,0,0,0,555,526,1027,16,18,35,049,000101,4,2019
"Block Group 3, Census Tract 43, Bernalillo County, New Mexico",1084,70,77,0,0,299,210,210,0,1294,70,77,0,0,509,1235,505,1467,0,17,35,001,004300,3,2019
"Block Group 2, Census Tract 43, Bernalillo County, New Mexico",554,99,0,0,0,104,7,0,7,561,99,0,7,0,104,596,168,590,0,17,35,001,004300,2,2019
"Block Group 4, Census Tract 43, Bernalillo County, New Mexico",1467,11,44,0,0,803,0,0,0,1467,11,44,0,0,803,2077,248,1826,21,19,35,001,004300,4,2019
"Block Group 1, Census Tract 47.26, Bernalillo County, New Mexico",1869,136,72,0,0,232,36,7,29,1905,136,92,9,0,239,1316,1029,1679,0,0,35,001,004726,1,2019
"Block Group 3, Census Tract 47.28, Bernalillo County, New Mexico",2522,80,31,0,0,277,15,0,15,2537,80,31,15,0,277,1417,1508,2342,0,0,35,001,004728,3,2019
"Block Group 2, Census Tract 47.28, Bernalillo County, New Mexico",1102,61,2,142,21,65,48,0,48,1150,61,50,142,21,65,588,853,1377,48,2,35,001,004728,2,2019
"Block Group 1, Census Tract 47.28, Bernalillo County, New Mexico",836,1,32,0,0,1,108,0,108,944,1,140,0,0,1,452,526,603,19,2,35,001,004728,1,2019
"Block Group 2, Census Tract 32.01, Bernalillo County, New Mexico",770,17,4,9,0,291,10,10,0,770,17,14,9,0,301,597,504,939,0,15,35,001,003201,2,2019
"Block Group 1, Census Tract 32.01, Bernalillo County, New Mexico",1246,19,22,0,0,179,36,8,28,1274,39,30,0,8,191,1158,344,1057,6,5,35,001,003201,1,2019
"Block Group 2, Census Tract 4, Rio Arriba County, New Mexico",352,0,0,0,0,319,0,0,0,352,0,0,0,0,319,528,143,425,0,0,35,039,000400,2,2019
"Block Group 1, Census Tract 8, Santa Fe County, New Mexico",1981,27,24,22,0,155,167,7,160,2148,64,123,61,0,162,1359,1017,2047,49,7,35,049,000800,1,2019
"Block Group 1, Census Tract 10.01, Santa Fe County, New Mexico",607,0,9,0,0,0,17,0,17,624,0,9,17,0,0,177,456,525,0,8,35,049,001001,1,2019
"Block Group 1, Census Tract 11.02, Santa Fe County, New Mexico",1778,18,116,108,0,126,113,14,99,1891,74,166,137,6,156,917,1342,1980,22,60,35,049,001102,1,2019
"Block Group 1, Census Tract 12.02, Santa Fe County, New Mexico",1363,26,0,0,0,35,118,0,118,1481,26,118,0,0,35,1223,319,1217,34,0,35,049,001202,1,2019
"Block Group 1, Census Tract 7, Santa Fe County, New Mexico",1397,39,55,0,0,259,102,48,54,1499,60,85,3,0,307,793,1059,1748,7,40,35,049,000700,1,2019
"Block Group 1, Census Tract 11.07, Santa Fe County, New Mexico",1246,0,0,0,0,179,49,1,48,1295,32,16,32,0,212,912,562,1297,0,58,35,049,001107,1,2019
"Block Group 3, Census Tract 9616, Guadalupe County, New Mexico",886,0,152,0,0,7,0,0,0,886,0,152,0,0,7,792,253,835,5,0,35,019,961600,3,2019
"Block Group 4, Census Tract 9616, Guadalupe County, New Mexico",615,0,9,0,0,35,0,0,0,615,0,9,0,0,35,591,68,590,10,26,35,019,961600,4,2019
"Block Group 1, Census Tract 5, Luna County, New Mexico",1663,0,0,2,0,18,50,38,12,1675,0,21,31,0,56,1273,460,1373,23,2,35,029,000500,1,2019
"Block Group 1, Census Tract 1, Luna County, New Mexico",1612,0,0,10,0,176,84,0,84,1696,0,84,10,0,176,1306,576,1399,13,35,35,029,000100,1,2019
"Block Group 2, Census Tract 1, Luna County, New Mexico",2384,0,0,0,0,87,0,0,0,2384,0,0,0,0,87,1544,927,1584,13,28,35,029,000100,2,2019
"Block Group 1, Census Tract 6, Luna County, New Mexico",1300,14,20,0,0,160,6,0,6,1306,14,26,0,0,160,1221,279,1040,10,0,35,029,000600,1,2019
"Block Group 1, Census Tract 3, Luna County, New Mexico",449,0,0,0,0,67,0,0,0,449,0,0,0,0,67,390,126,387,7,19,35,029,000300,1,2019
"Block Group 2, Census Tract 3, Luna County, New Mexico",612,48,14,0,0,33,0,0,0,612,48,14,0,0,33,487,220,526,11,21,35,029,000300,2,2019
"Block Group 3, Census Tract 107.13, Sandoval County, New Mexico",953,0,13,0,0,24,68,56,12,988,0,41,0,17,80,429,629,1009,0,0,35,043,010713,3,2019
"Block Group 4, Census Tract 107.13, Sandoval County, New Mexico",898,119,0,58,0,75,19,19,0,917,119,0,58,0,94,559,610,940,0,18,35,043,010713,4,2019
"Block Group 1, Census Tract 107.13, Sandoval County, New Mexico",1652,0,150,191,0,507,274,0,274,1890,59,259,356,0,526,1436,1338,1894,0,0,35,043,010713,1,2019
"Block Group 1, Census Tract 4, Rio Arriba County, New Mexico",594,0,0,0,0,513,0,0,0,594,0,0,0,0,513,1029,78,886,0,0,35,039,000400,1,2019
"Block Group 2, Census Tract 9408, Rio Arriba County, New Mexico",1843,2,27,0,0,350,105,45,60,1920,15,101,1,0,395,1603,724,1901,7,53,35,039,940800,2,2019
"Block Group 3, Census Tract 9408, Rio Arriba County, New Mexico",159,0,1045,0,0,68,66,27,39,198,0,1111,0,0,95,235,1103,972,0,5,35,039,940800,3,2019
"Block Group 1, Census Tract 9408, Rio Arriba County, New Mexico",1257,3,47,3,0,198,3,3,0,1257,3,50,3,0,201,1172,339,1187,25,37,35,039,940800,1,2019
"Block Group 1, Census Tract 6, Chaves County, New Mexico",1400,106,16,0,0,70,71,71,0,1430,115,16,0,32,141,1253,410,1216,0,6,35,005,000600,1,2019
"Block Group 2, Census Tract 6, Chaves County, New Mexico",496,0,27,0,0,0,15,15,0,511,0,27,0,0,15,440,98,362,0,16,35,005,000600,2,2019
"Block Group 3, Census Tract 7, Chaves County, New Mexico",1302,33,0,0,0,22,21,0,21,1323,54,0,0,0,22,854,524,1103,22,14,35,005,000700,3,2019
"Block Group 4, Census Tract 7, Chaves County, New Mexico",1002,18,0,0,0,89,9,9,0,1011,18,0,0,0,98,789,329,718,0,0,35,005,000700,4,2019
"Block Group 1, Census Tract 9435, McKinley County, New Mexico",26,11,1064,0,1,0,34,0,34,45,23,1098,3,1,0,0,1136,895,44,4,35,031,943500,1,2019
"Block Group 2, Census Tract 9438, McKinley County, New Mexico",0,0,1109,0,0,0,14,0,14,3,11,1123,0,0,0,0,1123,886,4,9,35,031,943800,2,2019
"Block Group 1, Census Tract 11.05, Santa Fe County, New Mexico",1238,75,10,9,0,174,9,0,9,1247,75,19,9,0,174,656,859,1382,14,26,35,049,001105,1,2019
"Block Group 4, Census Tract 9573, San Miguel County, New Mexico",348,148,27,30,0,49,66,23,43,378,193,53,30,8,72,302,366,618,0,16,35,047,957300,4,2019
"Block Group 1, Census Tract 9573, San Miguel County, New Mexico",292,14,11,0,0,178,0,0,0,292,14,11,0,0,178,316,179,435,0,0,35,047,957300,1,2019
"Block Group 3, Census Tract 9573, San Miguel County, New Mexico",414,0,14,0,0,178,13,0,13,427,0,27,0,0,178,555,64,516,38,0,35,047,957300,3,2019
"Block Group 1, Census Tract 9577, San Miguel County, New Mexico",657,0,9,0,0,152,0,0,0,657,0,9,0,0,152,643,175,769,0,31,35,047,957700,1,2019
"Block Group 4, Census Tract 9575, San Miguel County, New Mexico",366,0,25,0,0,662,10,10,0,366,0,35,0,0,672,977,86,917,45,12,35,047,957500,4,2019
"Block Group 3, Census Tract 9575, San Miguel County, New Mexico",903,48,21,36,10,580,33,6,27,922,61,42,36,17,586,1205,426,1086,0,0,35,047,957500,3,2019
"Block Group 2, Census Tract 9575, San Miguel County, New Mexico",996,0,10,0,0,303,0,0,0,996,0,10,0,0,303,700,609,996,27,9,35,047,957500,2,2019
"Block Group 3, Census Tract 9578, San Miguel County, New Mexico",596,32,84,0,0,419,10,0,10,606,42,84,0,0,419,753,388,934,25,10,35,047,957800,3,2019
"Block Group 4, Census Tract 9578, San Miguel County, New Mexico",379,0,0,0,0,134,55,35,20,434,20,20,20,0,169,515,53,458,24,18,35,047,957800,4,2019
"Block Group 2, Census Tract 9578, San Miguel County, New Mexico",668,0,30,27,12,309,60,60,0,728,0,30,27,12,369,922,184,940,0,14,35,047,957800,2,2019
"Block Group 2, Census Tract 9703.02, Valencia County, New Mexico",1366,149,0,6,0,118,84,18,66,1450,158,66,15,9,136,1025,698,1242,0,0,35,061,970302,2,2019
"Block Group 2, Census Tract 9704.01, Valencia County, New Mexico",868,28,72,0,0,273,92,16,76,960,28,148,0,0,289,968,365,1148,0,9,35,061,970401,2,2019
"Block Group 1, Census Tract 9704.01, Valencia County, New Mexico",1222,98,47,94,0,91,44,0,44,1266,112,72,99,0,91,864,732,1239,17,41,35,061,970401,1,2019
"Block Group 1, Census Tract 47.22, Bernalillo County, New Mexico",1425,36,312,0,0,14,27,0,27,1452,63,312,0,0,14,554,1260,1308,0,0,35,001,004722,1,2019
"Block Group 2, Census Tract 47.24, Bernalillo County, New Mexico",1328,39,0,25,0,84,150,95,55,1383,94,24,120,0,179,756,870,1228,9,8,35,001,004724,2,2019
"Block Group 1, Census Tract 47.27, Bernalillo County, New Mexico",561,13,2,0,0,25,13,13,0,574,13,2,0,0,38,267,347,486,0,12,35,001,004727,1,2019
"Block Group 2, Census Tract 47.27, Bernalillo County, New Mexico",1052,88,9,0,0,51,29,14,15,1081,88,24,0,0,65,664,565,1007,0,4,35,001,004727,2,2019
"Block Group 3, Census Tract 9.04, Bernalillo County, New Mexico",1271,106,163,160,7,731,31,23,8,1271,114,171,183,7,754,1483,986,1800,14,12,35,001,000904,3,2019
"Block Group 2, Census Tract 9.04, Bernalillo County, New Mexico",918,26,216,42,15,358,120,9,111,1038,119,234,42,15,367,1087,608,1233,0,5,35,001,000904,2,2019
"Block Group 4, Census Tract 5.05, San Juan County, New Mexico",197,0,637,0,0,15,0,0,0,197,0,637,0,0,15,180,669,410,0,0,35,045,000505,4,2019
"Block Group 2, Census Tract 5.04, San Juan County, New Mexico",495,53,473,0,0,76,0,0,0,495,53,473,0,0,76,76,1021,774,0,0,35,045,000504,2,2019
"Block Group 1, Census Tract 5.04, San Juan County, New Mexico",195,0,505,0,0,62,30,0,30,225,0,535,0,0,62,82,710,674,0,0,35,045,000504,1,2019
"Block Group 2, Census Tract 9428.03, San Juan County, New Mexico",10,9,933,53,0,5,3,0,3,10,9,933,56,3,5,5,1008,665,0,0,35,045,942803,2,2019
"Block Group 1, Census Tract 9428.03, San Juan County, New Mexico",46,0,685,0,0,0,0,0,0,46,0,685,0,0,0,0,731,557,6,8,35,045,942803,1,2019
"Block Group 3, Census Tract 9428.03, San Juan County, New Mexico",0,0,824,0,0,0,0,0,0,0,0,824,0,0,0,0,824,646,7,0,35,045,942803,3,2019
"Block Group 2, Census Tract 6.07, San Juan County, New Mexico",1154,0,1691,0,0,216,144,86,58,1278,10,1726,24,9,311,883,2322,2272,0,0,35,045,000607,2,2019
"Block Group 1, Census Tract 6.07, San Juan County, New Mexico",746,72,388,0,0,48,24,24,0,770,72,388,0,0,72,464,814,996,27,7,35,045,000607,1,2019
"Block Group 1, Census Tract 7.08, San Juan County, New Mexico",1459,30,247,0,0,161,255,0,255,1574,192,480,0,0,161,1016,1136,1795,0,0,35,045,000708,1,2019
"Block Group 2, Census Tract 7.08, San Juan County, New Mexico",1306,4,759,0,0,94,101,0,101,1407,4,860,0,0,94,689,1575,1525,9,8,35,045,000708,2,2019
"Block Group 1, Census Tract 9, San Juan County, New Mexico",1666,0,85,4,0,352,62,14,48,1728,0,123,14,0,366,1003,1166,1644,6,37,35,045,000900,1,2019
"Block Group 1, Census Tract 9433, San Juan County, New Mexico",1688,4,388,6,0,14,84,10,74,1755,21,456,12,0,24,375,1809,1650,11,42,35,045,943300,1,2019
"Block Group 2, Census Tract 6.10, San Juan County, New Mexico",1335,0,182,9,0,112,44,0,44,1379,0,226,9,0,112,417,1265,1379,9,51,35,045,000610,2,2019
"Block Group 3, Census Tract 6.10, San Juan County, New Mexico",930,102,654,0,0,100,44,0,44,974,120,680,0,0,100,382,1448,1347,17,49,35,045,000610,3,2019
"Block Group 1, Census Tract 6.10, San Juan County, New Mexico",714,0,9,0,0,9,8,0,8,722,0,17,0,0,9,278,462,506,0,42,35,045,000610,1,2019
"Block Group 2, Census Tract 3.05, Otero County, New Mexico",740,23,82,13,0,8,20,11,9,760,32,91,13,0,19,220,666,675,8,16,35,035,000305,2,2019
"Block Group 1, Census Tract 9.01, Otero County, New Mexico",627,0,77,0,9,7,26,0,26,653,26,77,0,9,7,18,728,579,0,20,35,035,000901,1,2019
"Block Group 2, Census Tract 9.01, Otero County, New Mexico",636,0,10,0,0,0,14,0,14,650,0,24,0,0,0,39,621,601,0,17,35,035,000901,2,2019
"Block Group 1, Census Tract 9624.01, Sierra County, New Mexico",744,0,0,0,0,0,0,0,0,744,0,0,0,0,0,208,536,697,26,35,35,051,962401,1,2019
"Block Group 2, Census Tract 9624.01, Sierra County, New Mexico",1302,0,0,0,0,0,0,0,0,1302,0,0,0,0,0,149,1153,1244,30,52,35,051,962401,2,2019
"Block Group 5, Census Tract 9460, McKinley County, New Mexico",92,0,718,0,0,0,87,0,87,179,0,787,0,18,0,327,570,533,0,0,35,031,946000,5,2019
"Block Group 1, Census Tract 9439.01, McKinley County, New Mexico",47,0,1870,0,1,0,71,0,71,114,4,1941,0,1,0,54,1935,1518,8,3,35,031,943901,1,2019
"Block Group 2, Census Tract 9439.01, McKinley County, New Mexico",161,0,1283,0,0,44,24,11,13,169,5,1307,0,0,55,177,1335,1182,0,3,35,031,943901,2,2019
"Block Group 1, Census Tract 9439.02, McKinley County, New Mexico",155,0,1710,0,0,188,5,5,0,155,0,1715,0,0,193,324,1734,1406,0,19,35,031,943902,1,2019
"Block Group 4, Census Tract 9701.02, Valencia County, New Mexico",565,0,0,0,0,0,0,0,0,565,0,0,0,0,0,203,362,520,0,0,35,061,970102,4,2019
"Block Group 4, Census Tract 9703.01, Valencia County, New Mexico",1082,0,128,0,0,371,0,0,0,1082,0,128,0,0,371,967,614,1213,19,0,35,061,970301,4,2019
"Block Group 1, Census Tract 9704.05, Valencia County, New Mexico",1594,16,12,45,0,61,72,0,72,1666,52,12,81,0,61,697,1103,1375,1,24,35,061,970405,1,2019
"Block Group 2, Census Tract 9704.05, Valencia County, New Mexico",1978,112,0,0,0,11,5,0,5,1983,112,5,0,0,11,982,1124,1313,0,26,35,061,970405,2,2019
"Block Group 1, Census Tract 9704.04, Valencia County, New Mexico",3110,125,56,6,0,133,124,14,110,3209,125,94,91,12,147,2070,1484,2759,0,0,35,061,970404,1,2019
"Block Group 1, Census Tract 9714, Valencia County, New Mexico",703,32,51,74,0,12,0,0,0,703,32,51,74,0,12,571,301,720,30,0,35,061,971400,1,2019
"Block Group 2, Census Tract 9441, Rio Arriba County, New Mexico",273,5,188,2,0,317,48,30,18,296,5,231,2,0,359,574,259,602,0,0,35,039,944100,2,2019
"Block Group 5, Census Tract 9441, Rio Arriba County, New Mexico",1090,3,18,14,0,263,33,20,13,1108,11,23,29,0,283,1281,140,1074,11,18,35,039,944100,5,2019
"Block Group 3, Census Tract 9441, Rio Arriba County, New Mexico",220,10,104,1,2,759,40,40,0,224,10,140,1,2,799,935,201,905,10,6,35,039,944100,3,2019
"Block Group 4, Census Tract 4, Rio Arriba County, New Mexico",538,0,27,5,0,1159,77,77,0,615,0,27,5,0,1236,1695,111,1463,0,0,35,039,000400,4,2019
"Block Group 4, Census Tract 3, Rio Arriba County, New Mexico",1345,33,0,0,3,211,0,0,0,1345,33,0,0,3,211,1224,368,989,0,0,35,039,000300,4,2019
"Block Group 3, Census Tract 9410, Rio Arriba County, New Mexico",59,40,968,0,0,6,38,7,31,65,65,1000,6,0,13,214,897,626,0,0,35,039,941000,3,2019
"Block Group 2, Census Tract 9410, Rio Arriba County, New Mexico",202,46,1434,86,0,464,18,18,0,202,46,1452,86,0,482,687,1563,1773,0,65,35,039,941000,2,2019
"Block Group 2, Census Tract 9432.01, San Juan County, New Mexico",3,0,1031,0,0,65,4,0,4,6,1,1035,0,0,65,105,998,863,8,22,35,045,943201,2,2019
"Block Group 1, Census Tract 9432.01, San Juan County, New Mexico",992,0,93,0,0,54,0,0,0,992,0,93,0,0,54,281,858,791,0,51,35,045,943201,1,2019
"Block Group 3, Census Tract 9432.01, San Juan County, New Mexico",148,0,1460,0,0,8,95,10,85,233,0,1555,0,0,18,61,1650,1176,24,15,35,045,943201,3,2019
"Block Group 4, Census Tract 9432.01, San Juan County, New Mexico",35,0,629,0,0,0,32,12,20,55,0,661,0,0,12,33,663,556,9,14,35,045,943201,4,2019
"Block Group 1, Census Tract 6.03, Otero County, New Mexico",902,0,6,0,0,91,71,46,25,973,0,31,0,0,137,213,857,795,28,25,35,035,000603,1,2019
"Block Group 1, Census Tract 6.01, Otero County, New Mexico",511,133,0,35,0,0,10,0,10,521,143,0,35,0,0,104,585,93,0,0,35,035,000601,1,2019
"Block Group 1, Census Tract 20, Bernalillo County, New Mexico",499,0,146,122,0,65,125,46,79,578,0,225,168,0,111,290,667,728,0,8,35,001,002000,1,2019
"Block Group 5, Census Tract 4.01, Otero County, New Mexico",331,36,0,0,0,0,9,0,9,340,36,0,9,0,0,127,249,376,15,31,35,035,000401,5,2019
"Block Group 2, Census Tract 4.01, Otero County, New Mexico",1013,0,0,0,0,0,156,0,156,1169,156,0,80,0,0,377,792,842,16,20,35,035,000401,2,2019
"Block Group 3, Census Tract 4.01, Otero County, New Mexico",661,81,8,0,0,69,6,0,6,667,81,8,6,0,69,318,507,744,13,17,35,035,000401,3,2019
"Block Group 3, Census Tract 4.02, Otero County, New Mexico",838,37,0,148,0,76,0,0,0,838,37,0,148,0,76,356,743,835,21,18,35,035,000402,3,2019
"Block Group 2, Census Tract 4.02, Otero County, New Mexico",976,71,121,29,0,17,56,19,37,1013,71,146,60,0,36,304,966,992,44,46,35,035,000402,2,2019
"Block Group 1, Census Tract 4.02, Otero County, New Mexico",2949,0,0,0,0,20,158,0,158,3107,0,45,113,113,20,643,2484,2014,0,11,35,035,000402,1,2019
"Block Group 3, Census Tract 5, Otero County, New Mexico",554,0,18,0,0,17,0,0,0,554,0,18,0,0,17,118,471,503,0,0,35,035,000500,3,2019
"Block Group 1, Census Tract 5, Otero County, New Mexico",1533,0,74,0,0,252,13,13,0,1546,0,74,0,0,265,1107,765,1341,0,14,35,035,000500,1,2019
"Block Group 2, Census Tract 5, Otero County, New Mexico",943,27,0,23,0,289,7,0,7,950,27,7,23,0,289,490,799,938,0,0,35,035,000500,2,2019
"Block Group 1, Census Tract 6.02, Otero County, New Mexico",2411,88,193,81,0,31,68,0,68,2479,107,255,87,0,31,718,2154,2320,68,13,35,035,000602,1,2019
"Block Group 1, Census Tract 7, Otero County, New Mexico",651,0,0,0,0,1,0,0,0,651,0,0,0,0,1,364,288,384,0,0,35,035,000700,1,2019
"Block Group 4, Census Tract 7, Otero County, New Mexico",2473,0,2,76,0,238,0,0,0,2473,0,2,76,0,238,1199,1590,2301,23,13,35,035,000700,4,2019
"Block Group 2, Census Tract 7, Otero County, New Mexico",1115,0,0,0,0,42,27,27,0,1142,0,0,0,0,69,358,826,1045,0,15,35,035,000700,2,2019
"Block Group 2, Census Tract 9742.01, Cibola County, New Mexico",780,35,325,0,0,216,45,0,45,825,35,370,0,0,216,927,474,1007,7,15,35,006,974201,2,2019
"Block Group 3, Census Tract 9742.01, Cibola County, New Mexico",1434,87,243,0,0,299,36,26,10,1434,97,271,8,0,335,1273,826,1785,0,0,35,006,974201,3,2019
"Block Group 2, Census Tract 106.01, Sandoval County, New Mexico",1884,93,0,50,0,61,49,0,49,1933,93,9,90,0,61,590,1547,1767,0,8,35,043,010601,2,2019
"Block Group 1, Census Tract 107.12, Sandoval County, New Mexico",1254,49,87,3,0,8,0,0,0,1254,49,87,3,0,8,401,1000,1118,0,17,35,043,010712,1,2019
"Block Group 3, Census Tract 107.12, Sandoval County, New Mexico",644,71,22,0,0,38,16,16,0,660,71,22,0,0,54,412,379,623,0,19,35,043,010712,3,2019
"Block Group 4, Census Tract 107.12, Sandoval County, New Mexico",693,64,35,10,0,94,199,76,123,847,64,127,55,31,170,471,624,847,0,0,35,043,010712,4,2019
"Block Group 1, Census Tract 9405, Sandoval County, New Mexico",472,3,32,0,0,112,6,3,3,478,3,35,0,0,115,508,117,520,3,5,35,043,940500,1,2019
"Block Group 3, Census Tract 105.03, Sandoval County, New Mexico",816,38,0,0,0,237,0,0,0,816,38,0,0,0,237,725,366,865,0,9,35,043,010503,3,2019
"Block Group 1, Census Tract 105.03, Sandoval County, New Mexico",601,0,186,0,0,604,55,0,55,656,0,228,13,0,604,1154,292,951,0,0,35,043,010503,1,2019
"Block Group 2, Census Tract 106.02, Sandoval County, New Mexico",1748,0,12,15,0,0,0,0,0,1748,0,12,15,0,0,275,1500,1570,10,44,35,043,010602,2,2019
